,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period
2204,FrontS050972,-25.569,13.9749,3.422e-17,2.593e-17,1.065e-17,0.0,6.09,1,25.383970957833004
2205,FrontS050977,-25.6118,13.855,2.832e-17,2.176e-17,9.011e-18,0.001,8.16,1,24.614134849715676
2206,FrontS050985,-25.5036,13.9924,2.864e-17,2.237e-17,9.971e-18,0.0,5.05,1,25.383970957833004
2207,FrontS050993,-25.4616,13.9951,1.417e-17,1.109e-17,4.959e-18,0.0,4.65,1,27.045522166022014
2208,FrontS051005,-25.6987,13.8684,1.679e-17,1.321e-17,5.69e-18,0.0,9.17,1,24.829281617044522
2209,FrontS051009,-25.7034,13.8764,1.461e-17,1.143e-17,5.141e-18,0.001,8.99,1,24.85643970467596
2210,FrontS051030,-25.5135,13.8842,2.023e-17,1.559e-17,6.544e-18,0.0,6.4,1,25.271059216013345
2211,FrontS051031,-25.6345,13.9516,7.86e-14,5.948e-14,2.447e-14,-0.0,7.34,1,43.100995732574674
2212,FrontS051040,-25.5686,13.8489,2.59e-17,2.031e-17,8.789e-18,0.0,7.31,1,23.543123543123542
2213,FrontS051047,-25.6183,13.8336,3.832e-17,2.961e-17,1.225e-17,-0.001,8.11,1,23.51875808538163
2214,FrontS051050,-25.5177,14.005,9.346e-14,8.218e-14,4.552e-14,-0.001,5.54,1,44.276668290306866
2215,FrontS051051,-25.5096,14.0055,1.668e-17,1.279e-17,5.531e-18,-0.0,5.24,1,26.203516863649465
2216,FrontS051056,-25.4779,14.0082,1.459e-17,1.148e-17,5.105e-18,-0.0,4.89,1,28.25613926018029
2217,FrontS051057,-25.4833,14.0069,2.308e-17,1.808e-17,7.717e-18,-0.001,4.94,1,24.534412955465587
2218,FrontS051059,-25.4666,14.0107,3.216e-17,2.492e-17,1.036e-17,0.0,4.74,1,23.965199050883207
2219,FrontS051100,-25.5113,13.967,1.789e-17,1.406e-17,6.197e-18,-0.0,4.89,1,26.386066763425255
2220,FrontS051119,-25.6575,13.8847,2.502e-17,1.92e-17,8.352e-18,0.0,8.98,1,25.46931913701317
2221,FrontS051121,-25.4768,13.9573,1.188e-17,9.17e-18,3.891e-18,-0.0,4.59,1,26.602282704126424
2222,FrontS051135,-25.4809,13.9357,8.524e-18,6.784e-18,3.1e-18,0.001,5.09,1,26.509186351706038
2223,FrontS051146,-25.6559,13.9193,1.893e-17,1.426e-17,5.88e-18,-0.001,8.21,1,24.829281617044522
2224,FrontS051147,-25.6489,13.9277,1.837e-17,1.459e-17,6.459e-18,0.001,7.87,1,24.455205811138015
2225,FrontS051151,-25.5118,13.9017,2.613e-17,2.011e-17,8.519e-18,0.0,6.06,1,24.29831595829992
2226,FrontS051166,-25.5637,13.8686,1.056e-13,8.641e-14,4.316e-14,-0.001,7.33,1,43.100995732574674
2227,FrontS051254,-25.6138,13.9618,8.92e-18,7.064e-18,3.17e-18,0.001,6.97,1,26.416739319965124
2228,FrontS051305,-25.7153,13.852,9.579e-18,7.771e-18,3.674e-18,0.0,9.2,1,6.740823136818688
2229,FrontS051347,-28.3202,13.5714,2.293e-14,1.77e-14,7.827e-15,-0.001,9.92,1,48.531767218366255
2230,FrontS051393,-28.3134,13.5849,1.251e-17,9.376e-18,3.956e-18,-0.001,8.78,1,27.045522166022014
2231,FrontS051438,-28.3192,13.567,5.274e-14,4.505e-14,2.407e-14,-0.001,10.2,1,44.536991670749636
2232,FrontS051627,-28.315,13.5692,3.496e-14,3.657e-14,2.813e-14,-0.0,9.86,1,46.543778801843324
2233,FrontS051638,-28.298,13.5592,4.904e-14,3.788e-14,1.625e-14,-0.001,9.79,1,45.066931085770946
2234,FrontS051677,-28.2985,13.5815,3.76e-14,3.392e-14,2.015e-14,-0.0,9.37,1,47.02534919813761
2235,FrontS051742,-28.3143,13.6033,5.516e-14,4.645e-14,2.484e-14,-0.0,8.44,1,43.849493487698986
2236,FrontS051793,-28.3548,13.5869,8.054e-18,6.338e-18,2.868e-18,0.0,8.04,1,27.604008502884906
2237,FrontS051806,-28.3485,13.5734,4.707e-14,3.858e-14,1.836e-14,0.0,8.31,1,45.70135746606335
2238,FrontS051840,-28.2831,13.567,8.705e-18,6.742e-18,2.917e-18,-0.0,9.78,1,26.509186351706038
2239,FrontS051850,-28.3619,13.574,5.056e-14,3.935e-14,1.72e-14,0.0,8.24,1,44.62444771723122
2240,FrontS051855,-28.3822,13.5779,1.131e-17,8.522e-18,3.545e-18,0.001,8.31,1,26.790450928381965
2241,FrontS051856,-28.3847,13.5804,7.623e-18,5.963e-18,2.537e-18,-0.0,8.4,1,26.233766233766236
2242,FrontS051876,-28.2706,13.5642,9.987e-18,7.801e-18,3.474e-18,-0.0,9.72,1,26.355465352276024
2243,FrontS051887,-28.2566,13.5665,7.199e-14,5.588e-14,2.465e-14,0.001,9.85,1,43.43048256091734
2244,FrontS051924,-28.3224,13.5723,1.53e-17,1.145e-17,4.69e-18,0.001,6.23,1,24.534412955465587
2245,FrontS051926,-28.3224,13.5722,5.975e-14,5.484e-14,3.261e-14,0.0,5.23,1,46.44864588656106
2246,FrontS051929,-28.2396,13.5577,8.578e-18,6.691e-18,2.982e-18,0.0,9.78,1,27.5705186533212
2247,FrontS051933,-28.2392,13.5625,1.208e-17,9.363e-18,4.093e-18,-0.0,9.98,1,25.84589138470287
2248,FrontS051935,-28.4067,13.5806,5.299e-14,4.34e-14,2.131e-14,-0.0,8.35,1,45.2463912394226
2249,FrontS051944,-28.2427,13.5795,1.091e-17,8.329e-18,3.659e-18,-0.001,9.39,1,27.110050700864896
2250,FrontS051957,-28.2492,13.6013,2.097e-17,1.589e-17,6.652e-18,0.0,9.34,1,24.534412955465587
2251,FrontS051959,-28.2538,13.6058,1.227e-17,9.28e-18,3.872e-18,0.0,9.23,1,25.728842343617323
2252,FrontS051961,-28.2542,13.6107,5.776e-18,4.608e-18,2.105e-18,-0.0,9.09,1,27.73878547451938
2253,FrontS051966,-28.2602,13.621,1.241e-17,9.302e-18,3.899e-18,0.0,9.14,1,27.637579811492852
2254,FrontS051973,-28.2795,13.643,7.513e-14,5.849e-14,2.591e-14,0.0,8.77,1,43.680922633349354
2255,FrontS051977,-28.2859,13.6384,7.588e-18,5.864e-18,2.487e-18,0.001,8.84,1,26.696035242290748
2256,FrontS051978,-28.3533,13.4942,3.061e-14,3.134e-14,2.376e-14,-0.0,9.3,1,45.60963371801304
2257,FrontS051982,-28.3045,13.6629,1.139e-17,8.914e-18,3.957e-18,0.001,8.46,1,26.602282704126424
2258,FrontS051990,-28.3366,13.6769,9.06e-18,7.147e-18,3.18e-18,0.0,8.37,1,27.01337295690936
2259,FrontS051991,-28.339,13.673,4.531e-14,4.366e-14,2.891e-14,0.0,8.38,1,45.51827741612418
2260,FrontS052000,-28.3829,13.6754,3.478e-14,3.341e-14,2.152e-14,-0.0,8.12,1,46.73521850899743
2261,FrontS052001,-28.2566,13.4629,1.895e-17,1.483e-17,6.664e-18,-0.001,10.18,1,24.117803130803924
2262,FrontS052002,-28.3899,13.6748,2.125e-17,1.633e-17,7.202e-18,0.001,7.99,1,24.324324324324323
2263,FrontS052003,-28.2528,13.4715,1.911e-17,1.428e-17,5.888e-18,0.0,10.06,1,23.470178156467853
2264,FrontS052006,-28.4033,13.5713,6.9e-18,5.44e-18,2.417e-18,0.0,8.4,1,27.20742292726728
2265,FrontS052015,-28.2404,13.5874,1.48e-17,1.155e-17,5.119e-18,-0.0,9.39,1,24.22062350119904
2266,FrontS052038,-28.3671,13.515,9.943e-18,7.803e-18,3.424e-18,-0.0,9.26,1,27.470534904805074
2267,FrontS052041,-28.2766,13.6377,1.506e-17,1.199e-17,5.284e-18,-0.0,9.01,1,24.272363150867825
2268,FrontS052044,-28.2843,13.6434,5.017e-14,4.483e-14,2.606e-14,-0.0,8.73,1,44.36310395314788
2269,FrontS052053,-28.3119,13.6643,2.214e-17,1.678e-17,6.797e-18,-0.0,8.35,1,24.324324324324323
2270,FrontS052063,-28.2958,13.4629,1.227e-17,9.539e-18,4.164e-18,-0.0,10.02,1,25.327389244915018
2271,FrontS052119,-25.4044,20.1919,6.891e-14,5.29e-14,2.233e-14,-0.0,1.34,1,43.26511185149929
2272,FrontS052132,-25.4338,20.1913,8.768e-18,6.931e-18,3.068e-18,-0.0,1.76,1,27.20742292726728
2273,FrontS052135,-25.4066,20.1823,2.359e-17,1.85e-17,7.946e-18,0.0,-2.74,1,25.612848689771766
2274,FrontS052136,-25.3576,20.1864,8.015e-14,6.946e-14,3.811e-14,0.001,0.62,1,44.71224790949336
2275,FrontS052174,-25.4211,20.1712,8.216e-14,6.632e-14,3.05e-14,0.001,0.0,1,43.7650457390467
2276,FrontS052217,-25.4082,20.1761,9.423e-14,7.173e-14,3.094e-14,-0.0,0.39,1,41.831569259088816
2277,FrontS052226,-25.3676,20.1878,8.974e-14,7.649e-14,4.102e-14,-0.001,2.42,1,42.456795889771136
2278,FrontS052259,-25.4171,20.2398,5.332e-14,5.054e-14,3.275e-14,-0.0,0.32,1,46.44864588656106
2279,FrontS052284,-25.4278,20.1943,5.499e-14,4.235e-14,1.79e-14,-0.0,-0.22,1,45.70135746606335
2280,FrontS052298,-25.3878,20.2341,1.444e-17,1.111e-17,4.803e-18,-0.0,0.3,1,27.604008502884906
2281,FrontS052319,-25.4083,20.2134,2.425e-17,1.865e-17,8.011e-18,0.001,-7.77,1,25.271059216013345
2282,FrontS052427,-25.379,20.4118,8.896e-18,6.736e-18,2.787e-18,-0.0,-0.24,1,26.981300089047195
2283,FrontS052510,-25.6183,20.3006,3.723e-14,3.535e-14,2.225e-14,0.0,0.9,1,46.92823954568921
2284,FrontS052535,-25.2308,20.3534,6.481e-14,5.204e-14,2.361e-14,0.001,3.36,1,46.25954198473282
2285,FrontS052683,-25.3092,20.3891,8.238e-14,6.282e-14,2.625e-14,-0.0,0.25,1,43.43048256091734
2286,FrontS052968,-25.325,20.1827,7.362e-14,5.824e-14,2.67e-14,0.001,-2.2,1,44.104803493449786
2287,FrontS053021,-25.6868,20.1586,9.825e-18,7.684e-18,3.44e-18,0.001,1.21,1,27.604008502884906
2288,FrontS053034,-25.4951,20.2711,4.858e-14,3.663e-14,1.517e-14,0.0,-4.19,1,44.71224790949336
2289,FrontS053134,-25.1778,20.0444,5.041e-14,5.075e-14,3.756e-14,-0.001,3.51,1,46.73521850899743
2290,FrontS053464,-30.6314,11.3098,9.028e-18,6.986e-18,3.084e-18,0.001,5.94,1,27.637579811492852
2291,FrontS053494,-30.6516,11.3119,7.707e-14,6.586e-14,3.507e-14,-0.0,2.24,1,44.88888888888889
2292,FrontS053498,-30.6516,11.3119,1.543e-17,1.23e-17,5.641e-18,-0.001,11.16,1,24.721240141419635
2293,FrontS053504,-30.6519,11.312,2.205e-17,1.694e-17,7.177e-18,0.0,-1.83,1,23.76470588235294
2294,FrontS053526,-30.4743,11.2811,3.988e-14,3.332e-14,1.713e-14,0.0,6.61,1,46.63930220625962
2295,FrontS053552,-30.6261,11.3579,6.952e-14,6.027e-14,3.326e-14,0.0,7.65,1,43.43048256091734
2296,FrontS053855,-30.7922,11.3133,3.93e-14,3.881e-14,2.708e-14,0.0,3.12,1,46.63930220625962
2297,FrontS054406,-20.3781,10.0076,6.036e-14,5.295e-14,2.843e-14,0.001,9.96,1,45.33665835411471
2298,FrontS054598,-20.3057,9.9663,8.761e-14,8.324e-14,5.592e-14,-0.0,12.0,1,43.513642891335564
2299,FrontS054713,-20.3661,9.9796,8.179e-14,6.804e-14,3.409e-14,0.0,10.49,1,43.7650457390467
2300,FrontS054715,-20.3304,9.9786,7.986e-14,6.234e-14,2.698e-14,0.0,11.93,1,43.100995732574674
2301,FrontS054727,-20.3435,9.9796,8.91e-18,6.946e-18,3.028e-18,0.0,11.5,1,27.404280976786254
2302,FrontS054738,-20.3294,9.982,4.683e-14,4.683e-14,3.352e-14,-0.0,11.97,1,45.2463912394226
2303,FrontS054754,-20.3184,9.9939,2.188e-17,1.669e-17,7.098e-18,0.0,11.7,1,26.416739319965124
2304,FrontS054794,-20.3393,9.9953,7.316e-18,5.783e-18,2.603e-18,-0.0,10.57,1,28.15113038092289
2305,FrontS054797,-20.3445,10.0,1.239e-17,1.002e-17,4.549e-18,-0.0,10.08,1,27.142430576291428
2306,FrontS054887,-20.3259,9.9843,6.355e-14,5.757e-14,3.329e-14,0.001,11.84,1,45.70135746606335
2307,FrontS054950,-20.3623,9.9846,1.576e-17,1.252e-17,5.795e-18,-0.0,10.55,1,25.555243182457126
2308,FrontS054955,-20.3671,9.983,1.296e-17,9.994e-18,4.361e-18,-0.0,10.35,1,27.70496799756172
2309,FrontS054970,-20.3207,9.9888,6.674e-14,5.574e-14,2.908e-14,-0.0,11.54,1,44.88888888888889
2310,FrontS054973,-20.374,9.9908,2.44e-17,1.843e-17,7.516e-18,-0.001,10.19,1,25.327389244915018
2311,FrontS054990,-20.3634,9.9874,8.29e-14,6.484e-14,2.842e-14,-0.0,10.52,1,42.77647058823529
2312,FrontS055105,-20.3437,9.9864,2.199e-17,1.724e-17,7.506e-18,-0.0,13.67,1,24.614134849715676
2313,FrontS055114,-20.3922,9.9836,1.302e-17,1.002e-17,4.337e-18,0.001,10.65,1,26.63346029885731
2314,FrontS055131,-20.3733,9.9444,1.53e-17,1.202e-17,5.355e-18,0.0,11.29,1,26.63346029885731
2315,FrontS055136,-20.3272,10.0405,2.43e-17,1.857e-17,7.841e-18,-0.001,10.55,1,24.99312620291449
2316,FrontS055137,-20.3319,10.0418,9.44e-18,7.472e-18,3.353e-18,-0.0,10.59,1,28.432905849233656
2317,FrontS055139,-20.3383,10.046,2.389e-17,1.843e-17,7.801e-18,0.0,10.47,1,26.727433107909437
2318,FrontS055140,-20.3454,9.9262,1.15e-13,8.948e-14,3.953e-14,-0.0,11.64,1,41.831569259088816
2319,FrontS055141,-20.3451,10.05,1.382e-17,1.083e-17,4.766e-18,-0.0,10.29,1,27.17488789237668
2320,FrontS055154,-20.3857,10.0496,2.654e-14,2.776e-14,2.27e-14,0.0,10.09,1,48.01901743264659
2321,FrontS055156,-20.3931,10.0466,8.186e-18,6.417e-18,2.876e-18,0.001,9.95,1,27.272727272727273
2322,FrontS055159,-20.2864,9.931,2.838e-17,2.207e-17,9.643e-18,0.0,12.03,1,25.214979195561718
2323,FrontS055162,-20.2754,9.9398,9.138e-14,6.987e-14,3.027e-14,-0.001,12.17,1,43.01940369143398
2324,FrontS055163,-20.272,9.9343,8.077e-14,6.294e-14,2.874e-14,-0.0,12.13,1,44.536991670749636
2325,FrontS055169,-20.264,9.9557,1.289e-17,9.84e-18,4.035e-18,-0.001,12.09,1,28.976729359260435
2326,FrontS055181,-20.2609,9.9975,4.071e-17,3.105e-17,1.315e-17,0.0,11.7,1,22.810539523212043
2327,FrontS055186,-20.2724,10.0184,1.382e-17,1.063e-17,4.602e-18,0.0,11.38,1,26.44748327029386
2328,FrontS055189,-20.4074,9.9424,4.225e-14,3.967e-14,2.517e-14,-0.0,10.89,1,46.44864588656106
2329,FrontS055195,-20.3936,9.9265,8.884e-14,7.8e-14,4.349e-14,0.0,11.06,1,43.59712230215827
2330,FrontS055196,-20.385,9.9141,1.922e-17,1.508e-17,6.616e-18,0.0,11.23,1,24.455205811138015
2331,FrontS055207,-20.3458,10.0734,1.703e-17,1.306e-17,5.6e-18,0.0,10.31,1,26.696035242290748
2332,FrontS055209,-20.3561,10.0733,1.41e-17,1.101e-17,4.792e-18,0.001,10.28,1,26.143226919758412
2333,FrontS055210,-20.3262,9.899,1.659e-17,1.285e-17,5.416e-18,0.0,11.75,1,26.44748327029386
2334,FrontS055212,-20.3695,10.073,1.428e-17,1.106e-17,4.706e-18,-0.0,10.2,1,25.355648535564853
2335,FrontS055215,-20.3874,10.084,1.203e-17,9.286e-18,4.041e-18,-0.001,10.02,1,26.981300089047195
2336,FrontS055217,-20.2919,9.9004,8.298e-18,6.419e-18,2.747e-18,0.0,12.1,1,28.611898016997163
2337,FrontS055221,-20.412,10.0717,2.392e-17,1.828e-17,7.672e-18,0.001,10.02,1,24.29831595829992
2338,FrontS055229,-20.2533,9.9233,8.573e-18,6.759e-18,3.057e-18,-0.0,12.05,1,27.90911882100092
2339,FrontS055230,-20.2505,9.9278,1.002e-17,8.06e-18,3.691e-18,0.0,12.08,1,27.045522166022014
2340,FrontS055232,-20.2427,9.937,1.276e-17,9.713e-18,4.159e-18,-0.0,12.19,1,25.584013509710104
2341,FrontS055243,-20.2377,9.9859,7.56e-14,5.685e-14,2.418e-14,-0.0,11.72,1,43.7650457390467
2342,FrontS055252,-20.2582,10.0277,7.661e-14,6.351e-14,3.152e-14,-0.0,11.36,1,44.01937046004842
2343,FrontS055266,-20.3139,10.0812,3.412e-17,2.613e-17,1.062e-17,0.0,10.72,1,24.01585204755614
2344,FrontS055269,-20.3572,9.8808,1.844e-17,1.435e-17,6.422e-18,0.001,11.35,1,25.383970957833004
2345,FrontS055271,-20.3463,9.8737,3.269e-17,2.525e-17,1.043e-17,0.001,11.65,1,23.789583878565818
2346,FrontS055280,-20.2917,9.9987,1.01e-17,8.049e-18,3.61e-18,0.001,11.29,1,26.853766617429837
2347,FrontS055289,-20.3732,9.9581,2.397e-17,1.837e-17,7.473e-18,0.001,10.92,1,23.349601849473412
2348,FrontS055320,-20.3657,10.0511,1.698e-17,1.3e-17,5.647e-18,0.0,10.09,1,24.534412955465587
2349,FrontS055325,-20.3108,9.9285,1.895e-17,1.43e-17,5.921e-18,-0.0,11.97,1,25.84589138470287
2350,FrontS055338,-20.2846,9.935,1.22e-17,9.248e-18,3.798e-18,-0.0,12.08,1,27.404280976786254
2351,FrontS055344,-20.2725,9.9476,2.467e-17,1.95e-17,8.798e-18,0.0,12.13,1,25.04822265086801
2352,FrontS055356,-20.4182,10.0006,5.442e-14,4.116e-14,1.701e-14,0.001,10.15,1,46.83153013910355
2353,FrontS055361,-20.2704,9.9868,1.037e-17,7.889e-18,3.303e-18,-0.001,11.66,1,27.110050700864896
2354,FrontS055371,-20.4167,9.9549,2.865e-17,2.25e-17,9.902e-18,-0.0,10.51,1,24.883657267998906
2355,FrontS055372,-20.2825,10.017,2.711e-17,2.081e-17,8.849e-18,0.0,11.48,1,24.64082407156411
2356,FrontS055386,-20.3114,10.048,1.804e-17,1.43e-17,6.45e-18,-0.0,10.85,1,25.04822265086801
2357,FrontS055387,-20.3775,9.9097,1.402e-17,1.122e-17,5.179e-18,0.001,11.26,1,25.699745547073793
2358,FrontS055399,-20.3417,9.8974,1.75e-17,1.361e-17,5.907e-18,-0.001,11.61,1,26.696035242290748
2359,FrontS055404,-20.3257,9.8934,1.099e-17,8.427e-18,3.707e-18,0.001,11.69,1,28.186046511627907
2360,FrontS055421,-20.4168,10.0707,4.568e-14,3.58e-14,1.538e-14,-0.0,9.91,1,46.353901070882195
2361,FrontS055434,-20.4335,10.0379,3.47e-17,2.645e-17,1.083e-17,0.0,10.06,1,23.939952594153276
2362,FrontS055437,-20.2381,9.9463,3.515e-17,2.709e-17,1.113e-17,0.0,12.13,1,24.455205811138015
2363,FrontS055472,-20.4063,9.9045,1.05e-13,8.513e-14,4.118e-14,-0.0,11.28,1,42.857142857142854
2364,FrontS055477,-20.3754,9.8954,9.863e-14,8.623e-14,4.81e-14,0.001,11.25,1,44.36310395314788
2365,FrontS055489,-20.3551,10.099,2.792e-17,2.076e-17,8.645e-18,0.0,10.51,1,24.64082407156411
2366,FrontS055718,-35.3578,10.5352,2.934e-17,2.28e-17,9.649e-18,0.001,13.62,1,25.18703241895262
2367,FrontS055818,-35.3262,10.5526,5.362e-14,4.637e-14,2.452e-14,-0.0,14.75,1,45.51827741612418
2368,FrontS055839,-35.3392,10.4672,5.11e-14,4.365e-14,2.35e-14,-0.0,14.46,1,47.61655316919853
2369,FrontS055893,-35.3633,10.5253,7.985e-14,6.218e-14,2.788e-14,-0.0,13.07,1,43.43048256091734
2370,FrontS055975,-35.3088,10.5006,6.987e-19,1.415e-18,4.358e-18,0.0,15.3,1,50.92436974789916
2371,FrontS056054,-35.3475,10.527,3.97e-14,3.115e-14,1.4e-14,-0.001,15.02,1,48.73994638069705
2372,FrontS056119,-35.3486,10.5298,1.056e-13,9.295e-14,5.19e-14,0.0,14.89,1,42.22015791918254
2373,FrontS056295,-35.3659,10.5239,1.063e-17,8.433e-18,3.651e-18,0.001,13.18,1,28.186046511627907
2374,FrontS056301,-35.3843,10.5277,3.002e-14,3.105e-14,2.406e-14,0.001,12.93,1,46.92823954568921
2375,FrontS056312,-35.3401,10.5286,4.427e-14,4.09e-14,2.451e-14,-0.001,15.08,1,46.165566277298126
2376,FrontS056367,-35.3263,10.5033,1.353e-17,1.037e-17,4.423e-18,-0.0,15.29,1,26.355465352276024
2377,FrontS056614,-23.4778,7.2818,4.616e-14,3.522e-14,1.475e-14,0.0,9.19,1,46.44864588656106
2378,FrontS056667,-23.4861,7.2823,4.107e-14,3.47e-14,1.764e-14,-0.0,7.73,1,47.91776489193464
2379,FrontS056854,-23.4002,7.2929,8.361e-14,6.68e-14,3.081e-14,0.001,10.7,1,42.857142857142854
2380,FrontS056919,-23.4954,7.3004,5.734e-14,4.985e-14,2.753e-14,0.0,7.29,1,46.25954198473282
2381,FrontS056926,-23.4678,7.302,1.133e-17,8.775e-18,3.822e-18,0.0,10.6,1,27.33834586466165
2382,FrontS056981,-23.488,7.2615,1.594e-17,1.226e-17,5.087e-18,-0.0,8.43,1,26.602282704126424
2383,FrontS056999,-23.506,7.3186,7.056e-14,5.292e-14,2.191e-14,-0.0,7.35,1,43.43048256091734
2384,FrontS057020,-23.4823,7.2989,6.853e-14,5.237e-14,2.139e-14,0.0,7.95,1,42.93811998110534
2385,FrontS057058,-23.4637,7.2689,1.22e-17,9.444e-18,4.03e-18,-0.0,9.7,1,27.5705186533212
2386,FrontS057077,-23.5119,7.2768,6.299e-14,5.679e-14,3.405e-14,-0.0,7.51,1,45.33665835411471
2387,FrontS057128,-23.4304,7.287,1.464e-17,1.134e-17,4.995e-18,0.001,10.55,1,25.699745547073793
2388,FrontS057171,-23.5477,7.2781,3.119e-14,2.968e-14,1.931e-14,0.001,7.02,1,49.16170903190913
2389,FrontS057192,-23.5442,7.2824,5.707e-18,4.487e-18,1.925e-18,0.0,7.11,1,25.699745547073793
2390,FrontS057193,-23.4103,7.2946,3.344e-17,2.53e-17,1.083e-17,0.0,10.68,1,24.324324324324323
2391,FrontS057196,-23.4012,7.2954,2.094e-17,1.623e-17,6.858e-18,-0.0,10.68,1,24.272363150867825
2392,FrontS057212,-23.3957,7.2924,6.488e-14,6.09e-14,4.011e-14,0.0,10.8,1,44.88888888888889
2393,FrontS057233,-23.567,7.2687,2.426e-17,1.873e-17,8.088e-18,0.001,7.26,1,23.839496459480724
2394,FrontS057237,-23.5634,7.2658,3.212e-17,2.474e-17,1.044e-17,0.0,7.36,1,23.397683397683398
2395,FrontS057244,-23.4097,7.3048,2.696e-17,2.01e-17,8.297e-18,-0.0,10.22,1,25.355648535564853
2396,FrontS057249,-23.413,7.3087,1.73e-17,1.315e-17,5.503e-18,0.0,10.21,1,25.96401028277635
2397,FrontS057254,-23.5329,7.2544,2.928e-14,2.698e-14,1.636e-14,-0.0,8.0,1,48.428343100692594
2398,FrontS057259,-23.5144,7.2491,1.624e-17,1.221e-17,5.043e-18,0.0,8.33,1,27.17488789237668
2399,FrontS057263,-23.4498,7.3205,1.17e-17,8.869e-18,3.799e-18,0.0,9.32,1,26.233766233766236
2400,FrontS057265,-23.4542,7.3206,4.036e-17,3.034e-17,1.264e-17,0.001,9.34,1,23.739879864194307
2401,FrontS057271,-23.475,7.2418,6.809e-14,5.945e-14,3.379e-14,-0.0,9.08,1,45.066931085770946
2402,FrontS057286,-23.54,7.3283,7.467e-18,5.573e-18,2.352e-18,0.0,7.94,1,28.82968601332065
2403,FrontS057287,-23.4122,7.2388,8.385e-14,6.532e-14,2.791e-14,0.001,9.96,1,42.456795889771136
2404,FrontS057329,-23.44,7.3132,8.951e-18,6.944e-18,3.067e-18,0.0,9.64,1,27.84073506891271
2405,FrontS057338,-23.4712,7.3234,1.421e-17,1.079e-17,4.589e-18,0.001,9.03,1,26.023475522473518
2406,FrontS057365,-23.5719,7.3245,9.468e-18,7.563e-18,3.429e-18,0.001,7.47,1,27.772685609532537
2407,FrontS057375,-23.3378,7.248,1.579e-17,1.221e-17,5.233e-18,-0.001,10.82,1,25.020644095788604
2408,FrontS057405,-18.3363,10.9618,9.275e-14,7.183e-14,2.976e-14,-0.001,5.12,1,42.857142857142854
2409,FrontS057441,-18.2655,10.8885,9.407e-14,7.286e-14,3.146e-14,-0.001,6.36,1,41.75470831419384
2410,FrontS057643,-18.4001,10.9672,8.39e-18,6.645e-18,2.983e-18,0.0,3.19,1,27.142430576291428
2411,FrontS057651,-18.3356,10.9591,5.191e-14,4.524e-14,2.49e-14,-0.0,5.16,1,46.73521850899743
2412,FrontS057661,-18.3763,10.9873,1.688e-17,1.295e-17,5.585e-18,-0.0,2.79,1,26.54014598540146
2413,FrontS057740,-18.3523,10.9625,1.392e-17,1.104e-17,4.874e-18,-0.001,3.64,1,27.33834586466165
2414,FrontS057759,-18.3727,10.9688,6.065e-14,4.933e-14,2.267e-14,-0.0,3.24,1,44.88888888888889
2415,FrontS057766,-18.3718,10.9696,2.295e-17,1.718e-17,7.073e-18,0.0,3.36,1,23.76470588235294
2416,FrontS057783,-18.3031,10.9534,3.175e-14,3.427e-14,2.759e-14,0.0,5.65,1,47.61655316919853
2417,FrontS057821,-18.3739,10.9778,3.399e-17,2.629e-17,1.109e-17,-0.0,3.17,1,23.739879864194307
2418,FrontS057827,-18.2976,10.9533,9.056e-18,7.102e-18,3.068e-18,0.0,5.77,1,28.432905849233656
2419,FrontS057849,-18.2985,10.9486,3.298e-14,2.533e-14,1.086e-14,0.0,6.12,1,47.41784037558685
2420,FrontS057859,-18.2887,10.9506,8.19e-18,6.526e-18,2.917e-18,0.0,5.87,1,26.75890491610244
2421,FrontS057923,-18.4066,10.9777,2.15e-17,1.657e-17,7.235e-18,-0.0,3.16,1,25.49789621318373
2422,FrontS057928,-18.406,10.9788,1.059e-17,8.275e-18,3.768e-18,0.0,3.15,1,26.602282704126424
2423,FrontS057938,-18.3364,10.9622,1.806e-17,1.353e-17,5.681e-18,-0.0,9.42,1,26.355465352276024
2424,FrontS057942,-18.3365,10.9623,1.475e-17,1.14e-17,5.055e-18,0.001,5.2,1,26.143226919758412
2425,FrontS057947,-18.4056,10.9791,9.999e-18,7.929e-18,3.613e-18,0.0,3.29,1,28.25613926018029
2426,FrontS057953,-18.404,10.9863,1.16e-17,9.031e-18,4.027e-18,0.0,3.06,1,27.470534904805074
2427,FrontS057956,-18.2647,10.9316,1.828e-17,1.409e-17,6.035e-18,0.001,6.07,1,25.271059216013345
2428,FrontS057965,-18.4138,11.0028,1.036e-17,8.21e-18,3.649e-18,-0.0,2.83,1,27.37127371273713
2429,FrontS057967,-18.4147,11.0073,1.236e-17,9.684e-18,4.261e-18,-0.0,2.76,1,27.20742292726728
2430,FrontS057976,-18.4081,11.0203,1.155e-17,9.059e-18,4.023e-18,-0.001,2.71,1,26.917382291975123
2431,FrontS057988,-18.2687,10.8842,8.34e-18,6.434e-18,2.799e-18,-0.0,6.3,1,27.404280976786254
2432,FrontS058007,-18.3627,11.0477,7.728e-18,5.98e-18,2.615e-18,0.001,3.34,1,28.361934477379094
2433,FrontS058011,-18.3492,11.0526,1.758e-17,1.364e-17,5.822e-18,-0.0,3.36,1,26.416739319965124
2434,FrontS058017,-18.3473,10.8832,1.611e-17,1.239e-17,5.309e-18,0.001,5.33,1,24.402684563758392
