,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Temp,m0,m1,m2,colour,dist,abs_mag,Total_Flux,Luminosity,Radius,trial_radius,trial_Luminosity
549,FrontS133528,5.5123,14.468,3.467e-13,6.283e-13,1.508e-12,0.034,1.31,0,3200,-12.460046158343603,-12.20183294028406,-11.821598658466245,0.6384474998773584,29.41176470588235,-9.26479077436857,4.3002915033274866e-18,4.451862778443526e+19,771923.8627269547,25075653885.903744,4.6978307865171295e+28
550,FrontS133529,10.1562,8.8058,2.368e-14,2.668e-14,2.496e-14,0.03,1.5,0,5200,-13.625618301949117,-13.573814174755489,-13.602755418989613,0.02286288295950456,33.333333333333336,-10.528056684194814,2.712239685837234e-20,3.606511026767113e+17,26311.189557541766,818842177.3099124,3.493065314352909e+26
551,FrontS133530,-28.6216,6.1836,8.626e-14,9.812e-14,9.55e-14,0.048,-3.51,0,5000,-13.064190546190067,-13.008242460465652,-13.019996628416253,0.044193917773814206,20.833333333333332,-10.370724935216828,1.1141141349242352e-19,5.786939165856398e+17,36048.56558786626,1113302553.8905108,5.5194950846518485e+26
552,FrontS133531,36.4416,18.7903,6.543e-13,6.261e-13,3.984e-13,0.04,3.53,0,6800,-12.184223079701637,-12.203356296214883,-12.399680670248339,-0.215457590546702,25.0,-9.407476278870808,4.2849617842058303e-19,3.205004752216261e+18,45866.970075101905,1414504447.6493983,3.048156131105397e+27
553,FrontS133532,24.8532,1.4973,6.844e-12,1.315e-11,3.708e-11,0.074,3.21,0,3000,-11.164689999130937,-10.881074247174224,-10.430860274527541,0.733829724603396,13.513513513513514,-8.619537686636177,1.386973617696805e-16,3.0311432980952796e+20,2291734.291632785,74116292505.95221,3.170336166372538e+29
554,FrontS133533,-37.2173,19.7298,1.548e-19,5.717e-19,6.219e-18,0.034,-3.24,0,2000,-18.810229043653127,-18.242831807785727,-17.206279443186478,1.603949600466649,29.41176470588235,-15.305789641870238,2.4730577942795906e-22,2560225030041299.0,14985.89263412742,514090491.36132294,3.012950856055966e+24
555,FrontS133534,-12.0718,-9.7449,3.531e-08,2.449e-08,8.351e-09,0.044,-2.64,0,18100,-7.452102282436903,-7.611011214875286,-8.0782615163154,-0.6261592338784974,22.72727272727273,-4.897916567847661,3.3262990874316484e-14,2.056163526774509e+23,1639740.843315437,51987869809.05914,2.0668609867061477e+32
556,FrontS133535,18.205,-22.9408,5.031e-15,8.357e-15,1.719e-14,0.065,2.4,0,3400,-14.298345682674253,-14.077949597832825,-13.764724123312947,0.5336215593613058,15.384615384615383,-11.703776311118537,4.106056889730194e-20,1.1630542067000573e+17,34949.87949652168,1119792182.6427846,1.193942615360235e+26
557,FrontS133536,-25.569,2.7658,6.913e-16,1.249e-15,3.076e-15,0.054,-3.4,0,3200,-15.160333443117567,-14.903437561625864,-14.512013668870607,0.6483197742469606,18.51851851851852,-12.3682250812718,8.574535668446185e-21,3.519044827105044e+16,21702.810655228717,703939140.039658,3.7022271619173353e+25
558,FrontS133537,-20.714,-20.7956,1.289e-16,2.593e-16,7.826e-16,0.051,-3.03,0,2900,-15.889747082646597,-15.586197483230649,-15.106460156435338,0.7832869262112592,19.607843137254903,-13.001337835426522,3.448199479063519e-21,1.586549904206157e+16,17743.30064423331,576351102.8571692,1.6740143308322791e+25
559,FrontS133538,2.1514,2.6678,1.117e-16,7.733e-17,2.645e-17,0.031,0.38,0,18100,-15.951946826884392,-16.11165198982195,-16.577574323628795,-0.6256274967444035,32.25806451612903,-13.094375377490497,1.0522447127332636e-22,1310373410536320.0,130.9012895096317,4146413.576760047,1.3147780897104075e+24
560,FrontS133539,-6.7127,9.9112,8.641e-17,1.939e-16,7.182e-16,0.041,-2.09,0,2700,-16.063435994864733,-15.712422190921295,-15.143754599209945,0.9196813956547878,24.390243902439025,-12.937989904360766,4.350636902871438e-21,3.097325394979929e+16,28600.223493220612,941578585.15379,3.3570756243305092e+25
561,FrontS133540,-3.9684,-3.5242,2.332e-12,4.352e-12,1.153e-11,0.048,-1.63,0,3100,-11.632271453913024,-11.361311113309876,-10.9381706927053,0.6941007612077232,20.833333333333332,-8.72379358806105,3.6605121728272354e-17,1.901345705614675e+20,1699850.3732326683,55129108265.469086,1.999869391966077e+29
562,FrontS133541,-3.5155,0.2318,7.974e-13,1.329e-12,2.746e-12,0.031,-0.57,0,3400,-12.098323768673625,-11.876475019057269,-11.561299467099264,0.5370243015743608,32.25806451612903,-8.859198406725813,6.5079899898049256e-18,8.104480769045851e+19,922589.06430029,29609180229.551746,8.347594766944838e+28
563,FrontS133542,10.5235,9.4499,1.625e-12,1.488e-12,9.036e-13,0.04,2.39,0,7200,-11.789146634685107,-11.82739706879014,-12.044023777751674,-0.25487714306656706,25.0,-9.031517051446064,9.953449918003685e-19,7.444839859653691e+18,62354.273834422245,1905400627.6595469,6.951771945233121e+27
564,FrontS133543,-18.5073,-1.6461,3.543e-12,3.078e-12,1.665e-12,0.033,-2.46,0,8100,-11.450628847666822,-11.51173138450454,-11.778585762157661,-0.32795691449083897,30.3030303030303,-8.548759264260315,1.9857557360070785e-18,2.1822256361672073e+19,84349.658280449,2571434745.6746807,2.0280750122332967e+28
565,FrontS133544,4.4091,-6.6355,1.801e-12,1.559e-12,8.533e-13,0.036,0.98,0,8000,-11.744486287180466,-11.807153884811159,-12.068898254367362,-0.32441196718689547,27.77777777777778,-8.919758886345733,1.0159469662284803e-18,9.381401946778927e+18,56696.654917283544,1721204448.404372,8.646050952130813e+27
566,FrontS133545,-19.2145,6.0858,2.138e-13,3.701e-13,8.301e-13,0.033,-2.49,0,3300,-12.669992299127241,-12.431680914904888,-12.080869586139386,0.5891227129878551,30.3030303030303,-9.468708794660664,2.1336206667410835e-18,2.3447202656359166e+19,526770.1743988751,16982576758.2522,2.43700182732599e+28
567,FrontS133546,-11.4461,5.6819,4.376e-16,7.607e-16,1.752e-15,0.033,-1.72,0,3300,-15.358922686674626,-15.118786583744981,-14.756465898167939,0.6024567885066876,30.3030303030303,-12.155814463500757,4.3670365003082265e-21,4.799109393088297e+16,23831.752698235057,769929130.8184252,5.008990246006162e+25
568,FrontS133547,8.3308,20.8766,1.837e-16,3.499e-16,9.838e-16,0.044,2.33,0,3000,-15.735890843694191,-15.456056057517094,-15.007093181776687,0.7287976619175041,22.72727272727273,-12.742961410489468,3.7227798593060094e-21,2.3012495159676616e+16,19968.382365296337,642986455.6255487,2.3860612687305176e+25
569,FrontS133548,-17.8642,26.2497,1.218e-07,9.563e-08,4.162e-08,0.062,-2.32,1,10700,-6.914352711703144,-7.01940584422378,-7.380697924124392,-0.46634521242124816,16.129032258064516,-4.6041892232202875,6.855150820483782e-14,2.134201115880366e+23,4780283.50884001,145449546011.48486,1.9758445515267104e+32
570,FrontS133550,27.1652,-3.9852,2.548e-12,2.147e-12,1.095e-12,0.035,3.12,0,8700,-11.593800576336687,-11.668167955563751,-11.960585880823864,-0.36678530448717694,28.57142857142857,-8.756304044264303,1.3929889389049859e-18,1.360859491459984e+19,57739.321566888735,1756513608.0007892,1.2594269163757091e+28
571,FrontS133551,8.9111,-15.4624,2.722e-16,5.076e-16,1.318e-15,0.042,2.34,0,3100,-15.565111879132685,-15.294478386577333,-14.880084589742008,0.6850272893906766,23.809523809523807,-12.540976967373135,4.2726904521594066e-21,2.8987085858133628e+16,20988.549664189675,680439125.8897895,3.046619757989136e+25
572,FrontS133552,-10.7092,6.823,5.871e-12,1.245e-11,4.11e-11,0.041,-2.31,0,2800,-11.231287919622336,-10.904830648568245,-10.386158178123932,0.845129741498404,24.390243902439025,-8.130398362007716,2.1250616657231466e-16,1.5128836559075981e+21,5877467.568715375,192160346749.41602,1.617158529576384e+30
573,FrontS133553,19.0726,13.8842,2.37e-16,1.566e-16,4.965e-17,0.042,3.1,0,24300,-15.625251653989896,-15.805208242278075,-16.3040807471686,-0.678829093178706,23.809523809523807,-13.051706823073877,3.5884615130200765e-22,2434509196048829.5,98.99122555311641,3253288.93721208,2.629440149909579e+24
574,FrontS133554,-8.6088,10.093,1.117e-16,7.939e-17,2.837e-17,0.035,-1.61,0,15800,-15.951946826884392,-16.100234198055613,-16.547140664204147,-0.595193837319755,28.57142857142857,-13.188370286756165,8.792131280911268e-23,858933977838745.4,139.0814648355876,4339714.959111445,8.362645384084523e+23
575,FrontS133555,23.3694,-0.0971,3.262e-13,3.39e-13,2.665e-13,0.043,3.2,0,5800,-12.486516043295744,-12.469800301796917,-12.574302786637409,-0.08778674334166503,23.255813953488374,-9.73673721295609,2.8235378549045055e-19,1.8275043146270308e+18,47607.65136629411,1469381603.3286982,1.7409010752009969e+27
576,FrontS133556,4.4372,-15.1774,3.198e-13,3.118e-13,2.094e-13,0.033,0.88,0,6500,-12.495121540589784,-12.506123889147178,-12.679023322657176,-0.18390178206739272,30.3030303030303,-9.543151768902952,2.234430800752673e-19,2.4555045150964746e+18,43938.69902151227,1353156737.7472248,2.3288555845997068e+27
577,FrontS133557,-7.2788,5.7847,1.457e-12,2.687e-12,6.917e-12,0.041,-2.12,0,3100,-11.83654044823001,-11.570732333566832,-11.16008222432132,0.6764582239086909,24.390243902439025,-8.796300047006303,2.2870352640691608e-17,1.628196643562871e+20,1573017.587705809,50713985038.85486,1.692369440666118e+29
578,FrontS133558,9.5796,1.2417,7.226e-14,8.36e-14,7.939e-14,0.035,1.66,0,5100,-13.141102042767997,-13.077793722560983,-13.100234198055613,0.04086784471238403,28.57142857142857,-10.165929811261535,8.771826525061167e-20,8.569503354027825e+17,42163.92313054615,1321609910.377619,8.419381729111866e+26
579,FrontS133559,-1.0085,6.7662,8.217e-16,1.674e-15,5.479e-15,0.078,-0.14,0,2900,-15.085286713026376,-14.77624454634276,-14.261298699565291,0.8239880134610846,12.820512820512821,-12.560433751723721,2.1981268517816083e-20,4.323796579462905e+16,29291.402698722362,957500854.8538737,4.620226377890546e+25
580,FrontS133560,1.1741,-6.0675,1.174e-13,1.357e-13,1.287e-13,0.043,1.24,0,5100,-12.930331903088405,-12.867420152340262,-12.890421453095612,0.03991044999279225,23.255813953488374,-10.134357063499435,1.4251486770580965e-19,9.224120554235535e+17,43744.72306702364,1370533515.903855,9.054259727129032e+26
581,FrontS133561,19.8242,13.0163,1.808e-17,4.54e-17,2.136e-16,0.038,2.92,0,2500,-16.742801573860657,-16.342944147142894,-15.67039875164348,1.0724028222171764,26.315789473684212,-13.502511340376515,1.9409030615893035e-21,1.6085640535563262e+16,24040.45598599968,798232763.9353784,1.7734218579831236e+25
582,FrontS133562,29.3015,21.6177,1.354e-15,2.029e-15,3.454e-15,0.029,2.78,0,3700,-14.868381335650875,-14.692717952966653,-14.46167766676856,0.40670366888231513,34.48275862068965,-11.617513948764564,6.573413431080756e-21,9.353984792807334e+16,26466.616235074318,837152161.3819901,9.358551290261353e+25
583,FrontS133563,4.4729,-5.6185,3.137e-13,3.162e-13,2.283e-13,0.046,1.98,0,6200,-12.503485481302254,-12.500038134403809,-12.641494088509765,-0.13800860720751018,21.73913043478261,-9.825553797766958,2.373707488312894e-19,1.3424967529886252e+18,35708.92544145409,1104966256.107675,1.285457469046188e+27
584,FrontS133564,-20.9912,-15.9136,2.667e-15,4.24e-15,8.038e-15,0.047,-3.17,0,3600,-14.573976984310123,-14.372634143407268,-14.094851998143984,0.4791249861661395,21.27659574468085,-11.716829859278704,1.5200923935084883e-20,8.235234634990523e+16,26232.309381447,844301911.2349672,8.530971100549183e+25
585,FrontS133565,-17.907,-6.0332,1.342e-17,3.258e-17,1.54e-16,0.031,-2.3,0,2600,-16.872247484167026,-16.487048920027508,-15.812479279163536,1.0597682050034898,32.25806451612903,-13.469772307696054,9.695093429597371e-22,1.2073420269140564e+16,19256.262688272094,644441620.9347932,1.3522390628624792e+25
586,FrontS133566,17.9489,-5.5352,6.599e-18,1.715e-17,9.08e-17,0.038,2.66,0,2500,-17.18052187163788,-16.76573587562121,-16.041914151478913,1.1386077201589657,26.315789473684212,-13.92530306885483,7.08408147313485e-22,5871080856979089.0,14523.876654833657,490606937.87177414,6.699159661764441e+24
587,FrontS133567,-3.5838,-3.4808,3.228e-14,3.678e-14,3.587e-14,0.038,-0.97,0,5000,-13.491066473949967,-13.434388275097941,-13.445268623324033,0.045797850625934444,26.315789473684212,-10.593955468331561,4.169209862665696e-20,3.45531997426239e+17,27855.288780432664,860989665.7898942,3.30117705458106e+26
588,FrontS133568,41.508,-12.3457,2.892e-12,4.364e-12,7.48e-12,0.038,3.57,0,3700,-11.538801711377507,-11.360115258083695,-11.126098402135538,0.4127033092419694,26.315789473684212,-8.519682451317315,1.4040111996075e-17,1.1636036807679623e+20,933474.8759137111,29629215422.207966,1.1723036638963276e+29
589,FrontS133569,1.6654,-6.1311,9.222e-17,6.37e-17,2.149e-17,0.028,0.22,0,18700,-16.03517488211661,-16.19586056766465,-16.667763584508556,-0.6325887023919456,35.714285714285715,-13.090176630349088,9.108641715648781e-23,1390398416272717.2,126.32518929255947,4023620.8083400615,1.410566092519878e+24
590,FrontS133570,4.4963,-0.1294,8.313e-13,1.432e-12,3.307e-12,0.065,0.87,0,3300,-12.080242219498105,-11.844056982028164,-11.480565805086297,0.5996764144118085,15.384615384615383,-9.469883695313875,8.295972218250057e-18,2.349861593792126e+19,527347.3893775366,16959620730.95805,2.4304178948084464e+28
591,FrontS133571,-25.6381,4.4162,3.968e-16,7.361e-16,1.856e-15,0.05,-3.44,0,3100,-15.401428336517858,-15.13306318226836,-14.731422028117157,0.6700063084007013,20.0,-12.531003190940398,6.228521570230907e-21,2.9815814076777524e+16,21286.462140364667,688297458.9240971,3.11739640819672e+25
592,FrontS133572,25.8194,21.676,5.64e-16,1.13e-15,3.474e-15,0.074,3.03,0,2900,-15.248720896016657,-14.94692155651658,-14.45917018588892,0.7895507101277364,13.513513513513514,-12.685384995978533,1.508754465625931e-20,3.297287654647434e+16,25579.14130223882,829208123.7988148,3.465069988240995e+25
593,FrontS133573,-0.0213,-0.1267,1.071e-08,7.307e-09,2.446e-09,0.045,-2.09,0,19500,-7.970210529168145,-8.136260892654782,-8.611543547299734,-0.641333018131589,22.22222222222222,-5.44268592020547,1.1266915299017006e-14,6.658581339947322e+22,803942.8378029653,25665340552.037045,6.7861808749167885e+31
594,FrontS133574,0.0772,0.0109,7.617e-14,9.079e-14,9.491e-14,0.046,4.57,0,4800,-13.118216044406616,-13.041961983901663,-13.022688026603074,0.09552801780354159,21.73913043478261,-10.367477647264812,1.1279437718868776e-19,6.379306880765382e+17,41068.40262847927,1280925501.8511117,6.205912051179404e+26
595,FrontS133575,-0.0059,-0.0449,3.913e-11,3.049e-11,1.333e-11,0.046,-0.31,0,10700,-10.407490152099319,-10.51584257563462,-10.875169850586142,-0.46767969848682256,21.73913043478261,-7.841358238997769,2.2023156946266862e-17,1.2455627678006827e+20,115483.19536921453,3500482107.6492805,1.1444155702771309e+29
596,FrontS133576,0.0922,-0.0524,4.329e-11,3.086e-11,1.126e-11,0.045,5.81,0,15200,-10.363612414186843,-10.51060407827287,-10.948461609484673,-0.5848491952978296,22.22222222222222,-7.817029105823558,3.255159044818169e-17,1.923751150971912e+20,71119.84623438961,2204593616.1240025,1.8485209019144745e+29
597,FrontS133577,-0.0302,-0.0844,2.544e-10,1.73e-10,5.844e-11,0.045,-2.77,0,19200,-9.594482893023624,-9.761953896871205,-10.233289792737741,-0.6388068997141172,22.22222222222222,-7.068378924421893,2.613804372946496e-16,1.5447199665637585e+21,126306.5757207715,4013105128.231175,1.559404960018105e+30
598,FrontS133578,-0.0361,-0.106,5.772e-11,4.338e-11,1.737e-11,0.045,-4.63,0,12400,-10.238673677578543,-10.362710452321826,-10.760200181552902,-0.5215265039743588,22.22222222222222,-7.669135479872514,3.56121728262692e-17,2.1046270710552297e+20,111775.7890556133,3416258004.948668,1.9659885684894e+29
599,FrontS133579,0.032,0.0456,1.921e-11,1.45e-11,5.835e-12,0.044,2.0,0,12200,-10.716472635138306,-10.838631997765026,-11.23395913961861,-0.5174865044803045,22.72727272727273,-8.1255373507374,1.1705318611664247e-17,7.235684033801855e+19,67705.45704840537,2067520088.5758667,6.7473264312294755e+28
600,FrontS133580,-0.0659,-0.1497,2.171e-11,1.623e-11,6.784e-12,0.046,-6.43,1,11800,-10.66334017654558,-10.789681480173769,-11.168514160751343,-0.5051739842057632,21.73913043478261,-8.115197143536918,1.2916796452891e-17,7.3053471762630935e+19,72721.01868802552,2196566653.657535,6.6651468831202575e+28
601,FrontS133581,0.0977,0.067,2.788e-08,1.89e-08,6.346e-09,0.045,5.86,0,19600,-7.554707230574028,-7.723538195826756,-8.197499932235607,-0.6427927016615786,22.22222222222222,-5.029963223377443,2.956133729170568e-14,1.747031584515538e+23,1288966.9270467318,41060113224.50176,1.7727908176166848e+32
602,FrontS133582,-5.79,1.0766,1.291e-11,1.019e-11,4.679e-12,0.04,-1.65,1,10100,-10.88907375773358,-10.991825815993574,-11.32984695480782,-0.4407731970742397,25.0,-8.195945798649499,7.112391540943711e-18,5.31982543516947e+19,84705.08483802564,2558905799.5827203,4.854975193710396e+28
603,FrontS133583,-6.6806,-0.8006,4.759e-11,3.421e-11,1.335e-11,0.04,-1.69,0,13500,-10.322484295201242,-10.465846925814937,-10.874518734299405,-0.5520344390981631,25.0,-7.669966908470862,3.160273833682501e-17,2.363776660177229e+20,99939.97158267869,3036679478.227899,2.1823575526491656e+29
604,FrontS133584,10.0049,0.5957,3.879e-10,2.696e-10,9.182e-11,0.049,2.46,0,18100,-9.411280220399943,-9.569280112136719,-10.037062711569998,-0.6257824911700549,20.408163265306122,-6.949672272193746,3.654124655946579e-16,1.8213478864375893e+21,154327.32974670257,4898060785.97756,1.8346598775332184e+30
605,FrontS133585,-8.8834,-0.4112,7.173e-12,6.099e-12,3.205e-12,0.04,-2.06,0,8400,-11.144299169164563,-11.214741366642299,-11.494171966145164,-0.34987279698060014,25.0,-8.418861349298224,3.959593617275833e-18,2.9616404998034928e+19,91371.58037372424,2774536652.2736783,2.730806952042606e+28
606,FrontS133586,12.606,0.012,3.047e-10,2.177e-10,7.974e-11,0.048,2.63,0,15100,-9.516127545777326,-9.662141570958905,-10.098323768673625,-0.5821962228962985,20.833333333333332,-7.0246240457100795,2.273942493000942e-16,1.1811327458427024e+21,178566.0940600602,5533889701.464703,1.1343882243524806e+30
607,FrontS133587,13.3499,0.874,1.014e-11,8.411e-12,4.016e-12,0.046,2.68,0,9300,-10.993962045002682,-11.075152367024463,-11.396206295863037,-0.4022442508603543,21.73913043478261,-8.400668030387612,5.51158126428642e-18,3.1171827142005936e+19,76474.8741682038,2335356159.102326,2.90690583249537e+28
608,FrontS133588,13.2481,2.0735,3.708e-13,3.979e-13,3.314e-13,0.046,2.62,0,5600,-12.430860274527541,-12.400226060853612,-12.479647495916682,-0.04878722138914071,21.73913043478261,-9.72574172421676,3.482501241841841e-19,1.9695967731788408e+18,53017.121746686316,1646365834.9699569,1.8993181621863203e+27
609,FrontS133589,-13.1919,0.4469,3.127e-11,2.48e-11,1.103e-11,0.042,-2.5,0,10400,-10.504872118757067,-10.605548319173783,-10.957424487559809,-0.45255236880274197,23.809523809523807,-7.852046899969585,1.7395137668855286e-17,1.180133114642845e+20,118987.77906300944,3621104934.2144117,1.0929706517768422e+29
610,FrontS133590,14.2075,0.2736,1.469e-10,9.966e-11,3.455e-11,0.044,2.63,0,18300,-9.832978204209743,-10.001479117164962,-10.461551948289783,-0.6285737440800396,22.72727272727273,-7.288384470137337,1.4058501552479982e-16,8.690312378262993e+20,104284.32944135391,3277373766.2372184,8.583199915102247e+29
611,FrontS133591,-15.781,-0.6309,9.266e-13,1.825e-12,5.221e-12,0.042,-2.76,0,3000,-12.033107704132863,-11.738737131207506,-11.282246306789284,0.7508613973435789,23.809523809523807,-8.985235712003307,1.8778050177642583e-17,1.2739536337638701e+20,1485722.9776723622,48647964551.05667,1.365863469037584e+29
612,FrontS133592,-15.9761,0.7429,4.18e-12,3.673e-12,1.975e-12,0.043,-2.77,0,8100,-11.378823718224965,-11.434979071654706,-11.70443290003752,-0.32560918181255616,23.255813953488374,-8.701915982813878,2.342777018489866e-18,1.5163370670105938e+19,70312.31166644656,2155743814.2280827,1.4253689554206336e+28
613,FrontS133593,15.4304,0.6457,4.154e-12,3.452e-12,1.757e-12,0.04,2.6,0,8800,-11.38153350780092,-11.461929212956829,-11.755228238504705,-0.3736947307037841,25.0,-8.666049195612754,2.266145889212258e-18,1.6949995612357016e+19,62982.94869593443,1906654964.5833082,1.553344659828944e+28
614,FrontS133594,15.6912,0.2059,5.317e-10,3.712e-10,1.304e-10,0.037,2.55,0,16900,-9.274333339685821,-9.430392032453176,-9.884722408604098,-0.6103890689182769,27.027027027027028,-6.566795480587166,4.557835556182488e-16,3.9843447701290017e+21,261823.4764259216,8211256600.143696,3.9188531471981296e+30
615,FrontS133595,-20.5452,-0.1273,6.786e-10,4.596e-10,1.581e-10,0.047,-3.09,0,18600,-9.168386144690901,-9.337619979983753,-9.80106813006779,-0.6326819853768892,21.27659574468085,-6.681815695855188,6.649892605007131e-16,3.602637980006199e+21,205536.0290358354,6475416155.215441,3.575856388985958e+30
616,FrontS133596,14.5461,0.2596,4.958e-14,5.855e-14,6.16e-14,0.036,2.33,0,4800,-13.304693477568197,-13.232473100591617,-13.210419287835574,0.09427418973262292,27.77777777777778,-10.345078102126191,7.341926245260792e-20,6.779641404520593e+17,42337.423552749795,1314388179.129901,6.53439165900338e+26
617,FrontS133597,13.7857,0.8749,4.743e-12,3.844e-12,1.792e-12,0.036,2.21,0,9700,-11.323946875348128,-11.415216621003493,-11.746661994673893,-0.42271511932576544,27.77777777777778,-8.527821622538067,2.588916898897134e-18,2.390643492497057e+19,61562.67439948195,1871679903.255548,2.2097493481040074e+28
618,FrontS133598,-21.7699,-0.9308,6.092e-12,4.892e-12,2.293e-12,0.053,-3.21,0,9700,-11.215240105335996,-11.310513551635752,-11.639595945270061,-0.42435583993406567,18.867924528301888,-8.75906529083733,3.3252544271729604e-18,1.4166900660901294e+19,47391.17693609485,1434200082.2944689,1.2974760385321736e+28
619,FrontS133599,-21.3395,0.3296,5.793e-11,4.413e-11,1.886e-11,0.055,-3.11,1,11200,-10.237096471500942,-10.355266072552807,-10.72445831159869,-0.48736184009774774,18.181818181818183,-7.835991451541295,3.336600448372749e-17,1.320020063626608e+20,108507.00076878625,3277888258.242762,1.2046289685926472e+29
620,FrontS133600,-24.6692,-2.8325,8.273e-11,6.155e-11,2.407e-11,0.057,-3.4,0,12900,-10.082336975672625,-10.210771942732665,-10.61852390972497,-0.5361869340523455,17.543859649122805,-7.722521654077648,5.2729114287779226e-17,1.9422381146578643e+20,99214.54709192173,3039769182.456358,1.8231944058762793e+29
621,FrontS133601,12.0259,-0.0218,5.348e-13,5.091e-13,3.183e-13,0.031,1.79,0,6900,-12.271808601410052,-12.293196902962661,-12.497163361378997,-0.22535475996894405,32.25806451612903,-9.275920290631205,3.4376274124959323e-19,4.2809201150220626e+18,51484.194092225145,1588948645.3234272,4.077641193927204e+27
622,FrontS133602,-24.23,-0.1046,3.3e-12,2.926e-12,1.654e-12,0.065,-3.21,0,7700,-11.481486060122112,-11.533725678210708,-11.781464494783473,-0.29997843466136054,15.384615384615383,-9.159552391496419,1.906825182121482e-18,5.40114545186859e+18,46437.09299198219,1416067998.4359784,5.022547355849209e+27
623,FrontS133603,10.5062,-0.0248,5.339e-11,3.888e-11,1.474e-11,0.032,1.55,0,13900,-10.272540079142091,-10.410273743745764,-10.831502516476966,-0.5589624373348752,31.25,-7.420573700385576,3.647319350170691e-17,4.262609431705944e+20,126593.58791494608,3894209609.810461,4.033580903717064e+29
624,FrontS133604,-23.8698,0.0461,2.641e-09,1.834e-09,6.21e-10,0.074,-3.15,0,18300,-8.578231598793076,-8.736600668665998,-9.20690839982342,-0.628676801030343,13.513513513513514,-6.475064108127951,2.527467842076215e-15,5.523621439449319e+21,262913.75770831783,8359612642.134534,5.584310911181287e+30
625,FrontS133605,-22.9009,-0.9739,6.469e-10,4.521e-10,1.588e-10,0.08,-2.96,0,16800,-9.189162848859512,-9.344765492965706,-9.799149501908923,-0.6099866530494111,12.5,-7.150945466949594,5.502180138845222e-16,1.0288606048686864e+21,134636.6336313767,4219454402.556001,1.0105147240250721e+30
626,FrontS133606,7.0618,-0.1147,1.908e-12,1.666e-12,8.867e-13,0.028,0.98,0,8200,-11.719421629631924,-11.77832500292923,-12.052223291535261,-0.3328016619033374,35.714285714285715,-8.67264106561367,1.0632639478667859e-18,1.6230306947456403e+19,70980.52388488979,2174403958.313033,1.5231013126763807e+28
627,FrontS133607,5.0425,0.418,3.532e-08,2.679e-08,1.139e-08,0.027,0.68,1,11400,-7.451979305094469,-7.5720272863917915,-7.9434762759209,-0.4914969708264305,37.03703703703704,-4.434754814709766,2.0554139910651835e-14,3.37422071701662e+23,5295178.194421804,160114767220.52545,3.085141621627902e+32
628,FrontS133608,4.231,0.2731,1.815e-11,1.329e-11,5.108e-12,0.028,0.57,0,13500,-10.741123370627868,-10.876475019057269,-11.291749111408622,-0.5506257407807542,35.714285714285715,-7.770791081741708,1.2052735885971295e-17,1.8398028389696307e+20,88170.16304419553,2703876603.5478263,1.7302216128896205e+29
629,FrontS133609,-11.1735,1.3984,3.502e-10,2.608e-10,1.087e-10,0.101,-1.54,0,11900,-9.455683858252574,-9.583692412940117,-9.963770455913705,-0.5080865976611317,9.900990099009901,-7.592335160505402,2.0957397429282924e-16,2.45864773468569e+20,131177.02293557228,3960716919.764285,2.2414464916792698e+29
630,FrontS133610,1.6618,0.3253,1.449e-11,1.064e-11,4.079e-12,0.028,0.22,0,13500,-10.838931614528825,-10.97305837204097,-11.389446294682905,-0.5505146801540803,35.714285714285715,-7.867374434725409,9.622266831279564e-18,1.4688012747476558e+20,78780.28034448253,2419330449.0741115,1.3852188082126078e+29
631,FrontS133611,-1.2584,1.8701,1.482e-11,2.812e-11,7.255e-11,0.126,-0.16,0,3100,-10.82915179635669,-10.550984683652214,-10.139362583226246,0.6897892131304442,7.936507936507937,-8.75172577388734,2.326277461462248e-16,1.753566056076171e+20,1632454.9908338143,53384462542.18895,1.8752943611473283e+29
632,FrontS133612,4.8606,0.4676,5.805e-10,4.242e-10,1.628e-10,0.131,0.65,0,13600,-9.236197775925408,-9.372429335819456,-9.788345599446817,-0.552147823521409,7.633587786259541,-7.606971927130985,3.88203069660808e-16,2.707185912156996e+20,105386.44688585866,3233303857.385399,2.5482474433586354e+29
633,FrontS133613,13.3245,2.9406,8.447e-10,6.089e-10,2.345e-10,0.134,1.69,0,13700,-9.073297505817354,-9.215454025945478,-9.629857152948897,-0.556559647131543,7.462686567164178,-7.469663622675093,5.688876684241849e-16,3.7915660907337456e+20,122905.61365007334,3750640519.2497277,3.530905332337045e+29
634,FrontS133614,-3.6798,-0.5677,3.339e-13,3.011e-13,1.817e-13,0.026,-0.48,0,7300,-12.47638358094563,-12.52128924448724,-12.740645072691965,-0.2642614917463355,38.46153846153846,-9.351235940428877,2.017343075797647e-19,3.57136940268054e+18,42012.178793604304,1277786301.7858174,3.303701644577074e+27
635,FrontS133615,-4.8993,0.1001,3.284e-08,2.647e-08,1.228e-08,0.026,-0.61,1,9800,-7.483596851552597,-7.577246058698652,-7.910801633194851,-0.4272047816422546,38.46153846153846,-4.407192754640288,1.7959146095296397e-14,3.179367239637766e+23,6955393.97205294,211252186408.8211,2.9329161748119962e+32
636,FrontS133616,40.934,-1.4092,2.342e-09,1.572e-09,5.016e-10,0.116,3.69,0,22900,-8.630413109263655,-8.803547458296611,-9.29964247217734,-0.6692293629136845,8.620689655172413,-6.9324634367504485,3.200811164083875e-15,2.846726748914331e+21,120532.86092619288,3942500425.869021,3.0456384742765723e+30
