,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period,Absolute_Magnitude,Dist
2345,FrontS055271,-20.3463,9.8737,3.269e-17,2.525e-17,1.043e-17,0.001,11.65,1,23.789583878565818,-7.909291344286789,22091.420210001852
2346,FrontS055280,-20.2917,9.9987,1.01e-17,8.049e-18,3.61e-18,0.001,11.29,1,26.853766617429837,-8.200493637367906,27982.223277648027
2347,FrontS055289,-20.3732,9.9581,2.397e-17,1.837e-17,7.473e-18,0.001,10.92,1,23.349601849473412,-7.867477984345439,27177.30758801471
2348,FrontS055320,-20.3657,10.0511,1.698e-17,1.3e-17,5.647e-18,0.0,10.09,1,24.534412955465587,-7.980075613252129,28378.57063420913
2349,FrontS055325,-20.3108,9.9285,1.895e-17,1.43e-17,5.921e-18,-0.0,11.97,1,25.84589138470287,-8.104710975587569,23441.019355473985
2350,FrontS055338,-20.2846,9.935,1.22e-17,9.248e-18,3.798e-18,-0.0,12.08,1,27.404280976786254,-8.252811353862223,24579.35106003556
2351,FrontS055344,-20.2725,9.9476,2.467e-17,1.95e-17,8.798e-18,0.0,12.13,1,25.04822265086801,-8.028905129720187,21904.337855481994
2353,FrontS055361,-20.2704,9.9868,1.037e-17,7.889e-18,3.303e-18,-0.001,11.66,1,27.110050700864896,-8.224849401738586,27483.011595753043
2354,FrontS055371,-20.4167,9.9549,2.865e-17,2.25e-17,9.902e-18,-0.0,10.51,1,24.883657267998906,-8.013265782808709,20762.318527664524
2355,FrontS055372,-20.2825,10.017,2.711e-17,2.081e-17,8.849e-18,0.0,11.48,1,24.64082407156411,-7.990188313328463,22170.2098154475
2356,FrontS055386,-20.3114,10.048,1.804e-17,1.43e-17,6.45e-18,-0.0,10.85,1,25.04822265086801,-8.028905129720187,25578.755839575013
2357,FrontS055387,-20.3775,9.9097,1.402e-17,1.122e-17,5.179e-18,0.001,11.26,1,25.699745547073793,-8.090822116250926,26890.105951198966
2358,FrontS055399,-20.3417,9.8974,1.75e-17,1.361e-17,5.907e-18,-0.001,11.61,1,26.696035242290748,-8.185503755221266,21893.694805034564
2359,FrontS055404,-20.3257,9.8934,1.099e-17,8.427e-18,3.707e-18,0.001,11.69,1,28.186046511627907,-8.327105851220455,23637.991787622734
2361,FrontS055434,-20.4335,10.0379,3.47e-17,2.645e-17,1.083e-17,0.0,10.06,1,23.939952594153276,-7.923581521641864,21232.268667063603
2362,FrontS055437,-20.2381,9.9463,3.515e-17,2.709e-17,1.113e-17,0.0,12.13,1,24.455205811138015,-7.972548222093614,19829.939373825728
2365,FrontS055489,-20.3551,10.099,2.792e-17,2.076e-17,8.645e-18,0.0,10.51,1,24.64082407156411,-7.990188313328463,22196.891988800176
2366,FrontS055718,-35.3578,10.5352,2.934e-17,2.28e-17,9.649e-18,0.001,13.62,1,25.18703241895262,-8.042096811226518,19951.89593211248
2373,FrontS056295,-35.3659,10.5239,1.063e-17,8.433e-18,3.651e-18,0.001,13.18,1,28.186046511627907,-8.327105851220455,23629.581187182925
2376,FrontS056367,-35.3263,10.5033,1.353e-17,1.037e-17,4.423e-18,-0.0,15.29,1,26.355465352276024,-8.153137952859414,26034.044651218566
2381,FrontS056926,-23.4678,7.302,1.133e-17,8.775e-18,3.822e-18,0.0,10.6,1,27.33834586466165,-8.246545260263522,25415.801344983105
2382,FrontS056981,-23.488,7.2615,1.594e-17,1.226e-17,5.087e-18,-0.0,8.43,1,26.602282704126424,-8.176594053541479,23305.463152123273
2385,FrontS057058,-23.4637,7.2689,1.22e-17,9.444e-18,4.03e-18,-0.0,9.7,1,27.5705186533212,-8.268609625939625,23884.557397683828
2387,FrontS057128,-23.4304,7.287,1.464e-17,1.134e-17,4.995e-18,0.001,10.55,1,25.699745547073793,-8.090822116250926,26747.451862858718
2389,FrontS057192,-23.5442,7.2824,5.707e-18,4.487e-18,1.925e-18,0.0,7.11,1,25.699745547073793,-8.090822116250926,42521.728197617515
2390,FrontS057193,-23.4103,7.2946,3.344e-17,2.53e-17,1.083e-17,0.0,10.68,1,24.324324324324323,-7.960109998811886,20815.398996610507
2391,FrontS057196,-23.4012,7.2954,2.094e-17,1.623e-17,6.858e-18,-0.0,10.68,1,24.272363150867825,-7.955171907923962,26136.94272179301
2393,FrontS057233,-23.567,7.2687,2.426e-17,1.873e-17,8.088e-18,0.001,7.26,1,23.839496459480724,-7.914034748729242,25510.192566842863
2394,FrontS057237,-23.5634,7.2658,3.212e-17,2.474e-17,1.044e-17,0.0,7.36,1,23.397683397683398,-7.872047377977239,23295.73746793415
2395,FrontS057244,-23.4097,7.3048,2.696e-17,2.01e-17,8.297e-18,-0.0,10.22,1,25.355648535564853,-8.058121116560905,20861.30213419484
2396,FrontS057249,-23.413,7.3087,1.73e-17,1.315e-17,5.503e-18,0.0,10.21,1,25.96401028277635,-8.11593631588433,24130.646950702125
2398,FrontS057259,-23.5144,7.2491,1.624e-17,1.221e-17,5.043e-18,0.0,8.33,1,27.17488789237668,-8.231011155280795,21934.947050644507
2399,FrontS057263,-23.4498,7.3205,1.17e-17,8.869e-18,3.799e-18,0.0,9.32,1,26.233766233766236,-8.141572369016611,28528.339098130236
2400,FrontS057265,-23.4542,7.3206,4.036e-17,3.034e-17,1.264e-17,0.001,9.34,1,23.739879864194307,-7.904567760808316,20263.214015321577
2402,FrontS057286,-23.54,7.3283,7.467e-18,5.573e-18,2.352e-18,0.0,7.94,1,28.82968601332065,-8.38827364530574,27090.60199404948
2404,FrontS057329,-23.44,7.3132,8.951e-18,6.944e-18,3.067e-18,0.0,9.64,1,27.84073506891271,-8.294289438977662,27042.723295684664
2405,FrontS057338,-23.4712,7.3234,1.421e-17,1.079e-17,4.589e-18,0.001,9.03,1,26.023475522473518,-8.121587550041747,26466.438436537486
2406,FrontS057365,-23.5719,7.3245,9.468e-18,7.563e-18,3.429e-18,0.001,7.47,1,27.772685609532537,-8.287822409983894,26106.08482519618
2407,FrontS057375,-23.3378,7.248,1.579e-17,1.221e-17,5.233e-18,-0.001,10.82,1,25.020644095788604,-8.026284222560463,27765.152089003706
2410,FrontS057643,-18.4001,10.9672,8.39e-18,6.645e-18,2.983e-18,0.0,3.19,1,27.142430576291428,-8.227926598752425,29839.339656397406
2412,FrontS057661,-18.3763,10.9873,1.688e-17,1.295e-17,5.585e-18,-0.0,2.79,1,26.54014598540146,-8.170688937391667,22830.774634701225
2413,FrontS057740,-18.3523,10.9625,1.392e-17,1.104e-17,4.874e-18,-0.001,3.64,1,27.33834586466165,-8.246545260263522,22659.109240404323
2415,FrontS057766,-18.3718,10.9696,2.295e-17,1.718e-17,7.073e-18,0.0,3.36,1,23.76470588235294,-7.906927082699982,26854.982821422145
2417,FrontS057821,-18.3739,10.9778,3.399e-17,2.629e-17,1.109e-17,-0.0,3.17,1,23.739879864194307,-7.904567760808316,21768.115170725505
2418,FrontS057827,-18.2976,10.9533,9.056e-18,7.102e-18,3.068e-18,0.0,5.77,1,28.432905849233656,-8.350565941987082,25062.633021963247
2420,FrontS057859,-18.2887,10.9506,8.19e-18,6.526e-18,2.917e-18,0.0,5.87,1,26.75890491610244,-8.191478527204353,31400.546138786285
2421,FrontS057923,-18.4066,10.9777,2.15e-17,1.657e-17,7.235e-18,-0.0,3.16,1,25.49789621318373,-8.07163951720415,22621.374373892682
2422,FrontS057928,-18.406,10.9788,1.059e-17,8.275e-18,3.768e-18,0.0,3.15,1,26.602282704126424,-8.176594053541479,28367.363384591343
2423,FrontS057938,-18.3364,10.9622,1.806e-17,1.353e-17,5.681e-18,-0.0,9.42,1,26.355465352276024,-8.153137952859414,22791.983680666766
2424,FrontS057942,-18.3365,10.9623,1.475e-17,1.14e-17,5.055e-18,0.001,5.2,1,26.143226919758412,-8.132968033668503,25413.44595340785
2425,FrontS057947,-18.4056,10.9791,9.999e-18,7.929e-18,3.613e-18,0.0,3.29,1,28.25613926018029,-8.333767062657989,24182.83762062465
2426,FrontS057953,-18.404,10.9863,1.16e-17,9.031e-18,4.027e-18,0.0,3.06,1,27.470534904805074,-8.25910774588872,24693.247304443867
2427,FrontS057956,-18.2647,10.9316,1.828e-17,1.409e-17,6.035e-18,0.001,6.07,1,25.271059216013345,-8.050082234443613,25147.996209822824
2428,FrontS057965,-18.4138,11.0028,1.036e-17,8.21e-18,3.649e-18,-0.0,2.83,1,27.37127371273713,-8.249674533444324,26181.29684191494
2429,FrontS057967,-18.4147,11.0073,1.236e-17,9.684e-18,4.261e-18,-0.0,2.76,1,27.20742292726728,-8.234103097757153,24542.62777609694
2430,FrontS057976,-18.4081,11.0203,1.155e-17,9.059e-18,4.023e-18,-0.001,2.71,1,26.917382291975123,-8.206539304967468,26193.300036771347
2431,FrontS057988,-18.2687,10.8842,8.34e-18,6.434e-18,2.799e-18,-0.0,6.3,1,27.404280976786254,-8.252811353862223,29468.212623812036
2432,FrontS058007,-18.3627,11.0477,7.728e-18,5.98e-18,2.615e-18,0.001,3.34,1,28.361934477379094,-8.3438212312474,27525.726629281013
2433,FrontS058011,-18.3492,11.0526,1.758e-17,1.364e-17,5.822e-18,-0.0,3.36,1,26.416739319965124,-8.158961078115924,22548.220636486356
2434,FrontS058017,-18.3473,10.8832,1.611e-17,1.239e-17,5.309e-18,0.001,5.33,1,24.402684563758392,-7.9675569050032715,29490.755213046632
2435,FrontS058030,-18.2723,11.0043,2.436e-17,1.859e-17,7.907e-18,-0.0,4.83,1,23.939952594153276,-7.923581521641864,25326.17154982217
2437,FrontS058054,-18.4521,11.0449,1.503e-17,1.151e-17,4.728e-18,0.0,2.52,1,24.64082407156411,-7.990188313328463,29810.425948138458
2439,FrontS058060,-18.2345,10.852,1.358e-17,1.042e-17,4.639e-18,0.0,6.61,1,26.981300089047195,-8.212613684553256,24252.65552360195
2440,FrontS058066,-18.3978,11.0749,2.037e-17,1.59e-17,6.753e-18,0.0,3.0,1,24.066719618745037,-7.935628730112818,27007.66716062053
2442,FrontS058089,-18.2681,10.9207,9.307e-18,7.399e-18,3.396e-18,0.0,6.27,1,28.186046511627907,-8.327105851220455,25226.706865775406
2443,FrontS058094,-18.4139,11.0114,3.96e-17,2.981e-17,1.237e-17,-0.001,2.81,1,23.51875808538163,-7.883553619509321,20943.15959490088
2445,FrontS058110,-18.2708,10.9078,1.78e-17,1.363e-17,5.698e-18,-0.0,6.27,1,28.29131652661064,-8.3371101076138,18373.716804455795
2446,FrontS058111,-18.2722,10.9017,2.881e-17,2.162e-17,8.858e-18,-0.001,6.26,1,24.965668772315297,-8.021059684201424,20991.443922320243
2447,FrontS058156,-18.3404,11.0335,1.289e-17,1.006e-17,4.52e-18,-0.001,3.51,1,25.18703241895262,-8.042096811226518,30036.72677241192
2448,FrontS058157,-18.3407,11.041,1.327e-17,1.048e-17,4.726e-18,0.001,3.68,1,26.664711058961572,-8.182526885108835,25035.479635103788
2449,FrontS058160,-18.3455,10.9016,2.43e-17,1.843e-17,7.495e-18,0.0,5.25,1,26.571178018123355,-8.173638043191712,19072.969346623606
2451,FrontS058181,-18.4043,10.9172,1.161e-17,9.277e-18,4.176e-18,-0.0,4.16,1,27.50378214826021,-8.26226737256828,24275.18427824267
2452,FrontS058208,-18.4497,11.017,2.872e-17,2.236e-17,1.005e-17,0.0,2.74,1,24.965668772315297,-8.021059684201424,20641.167509409388
2453,FrontS058221,-18.2267,10.8534,1.245e-17,9.679e-18,4.149e-18,-0.0,6.57,1,26.571178018123355,-8.173638043191712,26318.77876802983
2457,FrontS058535,-22.2417,12.3609,8.278e-18,6.389e-18,2.764e-18,0.0,-9.29,1,27.806668706026304,-8.2910519679014,28298.119223009355
2458,FrontS058639,-22.2161,12.3522,9.667e-18,7.618e-18,3.358e-18,-0.0,-9.06,1,26.790450928381965,-8.194476478663596,28962.84876409381
2465,FrontS058792,-22.2055,12.3235,9.927e-18,7.697e-18,3.244e-18,0.001,-8.84,1,27.142430576291428,-8.227926598752425,27725.281054836632
2466,FrontS058798,-22.1937,12.3374,9.48e-18,7.443e-18,3.413e-18,-0.0,-8.2,1,26.173337172473364,-8.135829538801547,31348.099827621554
2467,FrontS058805,-22.2354,12.383,1.518e-17,1.145e-17,4.77e-18,0.0,-7.17,1,24.22062350119904,-7.950254869381949,31294.630055115853
2469,FrontS058815,-22.2418,12.3328,1.534e-17,1.181e-17,5.159e-18,0.0,-8.56,1,25.214979195561718,-8.044752712041301,27637.496155381217
2470,FrontS058821,-22.2408,12.3044,6.979e-18,5.483e-18,2.454e-18,0.001,-9.17,1,27.470534904805074,-8.25910774588872,31691.077398866768
2471,FrontS058838,-22.2109,12.2846,1.753e-17,1.386e-17,6.19e-18,0.0,-9.27,1,24.748162265178326,-8.000389117516542,26848.734859305987
2472,FrontS058850,-22.1803,12.3397,1.905e-17,1.507e-17,6.742e-18,0.0,-7.61,1,25.87532023911187,-8.107507724547073,22760.904237457904
2473,FrontS058852,-22.242,12.3979,1.346e-17,1.028e-17,4.413e-18,0.001,-6.87,1,25.526537489469252,-8.074361419271325,28630.09130438035
2474,FrontS058853,-22.1732,12.3585,1.142e-17,8.983e-18,3.927e-18,0.0,-7.24,1,27.01337295690936,-8.21566170533501,26029.057781578853
2475,FrontS058861,-22.1672,12.4134,1.062e-17,8.292e-18,3.639e-18,-0.0,-6.18,1,25.327389244915018,-8.055435516210213,32580.11366867086
2476,FrontS058869,-22.2534,12.285,1.274e-17,9.62e-18,3.93e-18,-0.001,-9.16,1,24.775143090760427,-8.002953219904784,32131.85911026648
2477,FrontS058879,-22.1832,12.5038,1.563e-17,1.184e-17,5.053e-18,-0.0,-4.63,1,25.728842343617323,-8.093587308341895,26093.389352118
2479,FrontS058888,-22.2101,12.2582,8.711e-18,6.742e-18,2.954e-18,0.0,-9.19,1,27.37127371273713,-8.249674533444324,28891.384837766836
2480,FrontS058929,-22.1928,12.3584,1.199e-17,9.17e-18,3.99e-18,-0.001,-7.56,1,25.787234042553187,-8.099136519363602,29460.972077915783
2481,FrontS058931,-22.1877,12.3635,1.207e-17,9.319e-18,4.007e-18,-0.0,-7.34,1,26.3249348392702,-8.150236508606929,27554.7890033619
2483,FrontS058959,-22.1844,12.4638,1.706e-17,1.296e-17,5.418e-18,0.001,-4.79,1,24.69437652811736,-7.995277630604042,27929.212085042713
2484,FrontS058969,-22.1961,12.4652,1.18e-17,9.131e-18,4.025e-18,0.0,-4.82,1,28.04689910521444,-8.313882082510462,23056.840080044458
2485,FrontS058974,-22.2135,12.2878,6.942e-18,5.478e-18,2.461e-18,0.0,-9.42,1,27.142430576291428,-8.227926598752425,32864.39839722154
2486,FrontS059032,-22.2319,12.2627,1.058e-17,8.468e-18,3.757e-18,0.0,-9.59,1,26.355465352276024,-8.153137952859414,28809.823583729245
2493,FrontS059549,-28.8561,24.5123,1.555e-17,1.179e-17,5.028e-18,0.0,10.11,1,24.69437652811736,-7.995277630604042,29282.23907765795
2494,FrontS059580,-28.8807,24.5174,1.348e-17,1.037e-17,4.44e-18,0.0,9.17,1,24.910934502603453,-8.015858054204605,30491.696945592972
2496,FrontS059722,-28.8511,24.5151,7.836e-18,6.006e-18,2.546e-18,-0.001,10.06,1,27.90911882100092,-8.300788237226541,28861.122452707707
2497,FrontS059737,-28.8409,24.5108,2.409e-17,1.808e-17,7.542e-18,-0.0,10.34,1,24.938271604938272,-8.018456015085047,23023.576034340793
2498,FrontS059756,-28.8338,24.5207,9.833e-18,7.549e-18,3.247e-18,-0.0,10.39,1,25.131324301907654,-8.036802632383667,34886.22449068861
2499,FrontS059805,-28.8381,24.5171,9.054e-18,7.106e-18,3.137e-18,-0.0,10.57,1,28.432905849233656,-8.350565941987082,25055.57809345701
2500,FrontS059813,-28.8259,24.5158,1.087e-17,8.27e-18,3.417e-18,0.001,10.68,1,25.993708893337146,-8.11875870091605,30329.68464769315
2501,FrontS059883,-28.9227,24.4508,1.107e-17,8.607e-18,3.743e-18,-0.0,9.65,1,27.404280976786254,-8.252811353862223,25478.18117713355
2502,FrontS059898,-28.7831,24.5051,1.462e-17,1.137e-17,5.079e-18,0.001,11.02,1,26.203516863649465,-8.13869764296632,25279.643561196383
2504,FrontS059920,-28.9759,24.5078,1.286e-17,9.898e-18,4.202e-18,-0.001,8.9,1,27.806668706026304,-8.2910519679014,22735.279168373367
2505,FrontS059921,-28.7476,24.4667,1.677e-17,1.331e-17,5.886e-18,-0.0,11.45,1,24.910934502603453,-8.015858054204605,26914.22911602259
2506,FrontS059924,-28.744,24.4626,1.982e-17,1.516e-17,6.578e-18,-0.0,11.36,1,24.721240141419635,-7.997830593811767,25747.502112273356
2507,FrontS059931,-28.9813,24.5328,3.737e-17,2.822e-17,1.164e-17,0.0,8.92,1,23.470178156467853,-7.878936862643622,21639.791099082646
2509,FrontS059946,-28.74,24.4126,1.574e-17,1.186e-17,4.886e-18,-0.0,11.75,1,27.37127371273713,-8.249674533444324,21783.135288806407
2510,FrontS059951,-28.7424,24.4005,6.787e-18,5.158e-18,2.218e-18,-0.0,11.37,1,26.917382291975123,-8.206539304967468,34712.80259913295
2511,FrontS059968,-28.7886,24.3757,1.196e-17,9.137e-18,3.862e-18,-0.0,11.11,1,26.44748327029386,-8.161882806223243,27457.233968005254
2512,FrontS059971,-28.8032,24.5217,8.669e-18,6.939e-18,3.133e-18,-0.001,10.78,1,27.37127371273713,-8.249674533444324,28478.315004475677
2513,FrontS059993,-28.9573,24.483,2.586e-17,1.958e-17,8.269e-18,0.001,9.28,1,23.543123543123542,-7.885869172389515,25772.649651084394
2514,FrontS059996,-28.949,24.4883,1.118e-17,8.811e-18,3.838e-18,-0.0,9.16,1,26.571178018123355,-8.173638043191712,27584.707156614008
2515,FrontS060000,-28.969,24.5046,8.4e-18,6.741e-18,2.991e-18,-0.001,9.1,1,27.43736794446121,-8.255955748854024,28685.337369421555
2516,FrontS060018,-28.9781,24.5267,2.095e-17,1.609e-17,6.889e-18,-0.001,8.74,1,24.56092947851932,-7.982595591000143,25434.557271279074
2517,FrontS060022,-28.9847,24.5389,1.257e-17,9.756e-18,4.329e-18,0.001,8.85,1,26.571178018123355,-8.173638043191712,26214.71150215209
2520,FrontS060051,-28.77,24.3952,5.527e-18,4.196e-18,1.749e-18,0.0,11.53,1,28.221049363551693,-8.330432320825322,33370.76017291612
2522,FrontS060260,-18.5705,10.9029,7.646e-18,6.026e-18,2.716e-18,-0.0,9.61,1,28.186046511627907,-8.327105851220455,27953.26300657679
2526,FrontS060376,-18.5538,10.9098,9.306e-18,7.333e-18,3.343e-18,0.0,8.03,1,27.37127371273713,-8.249674533444324,27702.686721001577
2528,FrontS060523,-18.5572,10.9302,2.332e-17,1.811e-17,8.05e-18,0.001,7.28,1,24.402684563758392,-7.9675569050032715,24392.837484658416
2529,FrontS060529,-18.5688,10.9361,1.144e-17,8.878e-18,3.827e-18,-0.0,8.9,1,26.981300089047195,-8.212613684553256,26274.56819257114
2530,FrontS060592,-18.5651,10.9092,1.963e-17,1.474e-17,6.107e-18,0.001,9.13,1,25.87532023911187,-8.107507724547073,23014.280179764453
2531,FrontS060612,-18.552,10.8949,1.96e-17,1.514e-17,6.598e-18,0.0,8.35,1,26.113185866130422,-8.130113104818442,22124.858916192148
2532,FrontS060614,-18.5562,10.9243,2.278e-17,1.684e-17,6.933e-18,0.0,8.12,1,24.883657267998906,-8.013265782808709,23999.16131934079
2534,FrontS060628,-18.5924,10.8784,1.351e-17,1.075e-17,4.939e-18,0.001,9.28,1,24.169103961712306,-7.945358748844901,32480.027887142387
2535,FrontS060639,-18.6406,10.8654,2.002e-17,1.536e-17,6.426e-18,0.0,9.84,1,25.84589138470287,-8.104710975587569,22617.7242192491
2536,FrontS060648,-18.4363,10.96,1.614e-17,1.215e-17,5.094e-18,-0.0,6.43,1,27.772685609532537,-8.287822409983894,20596.84287933435
2537,FrontS060653,-18.4211,10.9569,2.373e-17,1.788e-17,7.446e-18,0.002,6.29,1,23.864531373063794,-7.91641392283985,26038.099446227785
2539,FrontS060693,-18.5565,10.9218,9.592e-18,7.64e-18,3.46e-18,-0.0,8.1,1,27.772685609532537,-8.287822409983894,25974.19614032915
2540,FrontS060695,-18.5577,10.9184,9.603e-18,7.441e-18,3.322e-18,0.0,8.15,1,27.142430576291428,-8.227926598752425,28198.178044010703
2541,FrontS060698,-18.5534,10.8954,1.043e-17,7.977e-18,3.51e-18,0.001,8.45,1,28.15113038092289,-8.32378762310114,24388.57313336036
2542,FrontS060708,-18.5473,10.9282,8.549e-18,6.595e-18,2.87e-18,0.001,7.76,1,28.29131652661064,-8.3371101076138,26414.205132904775
2543,FrontS060718,-18.5346,10.9346,2.61e-17,2.019e-17,8.971e-18,0.0,7.45,1,24.481551306221384,-7.975051946327595,22903.711646697702
2545,FrontS060725,-18.5858,10.882,1.957e-17,1.497e-17,6.162e-18,-0.001,9.25,1,26.88553682342502,-8.203512894907645,20447.14385104388
2546,FrontS060744,-18.501,10.9416,1.361e-17,1.032e-17,4.36e-18,-0.0,6.8,1,27.37127371273713,-8.249674533444324,23351.935618741474
2547,FrontS060773,-18.6583,10.8685,2.208e-17,1.681e-17,7.183e-18,-0.0,10.22,1,24.35038842753817,-7.962586981182,25463.767056524735
2548,FrontS060778,-18.4406,10.9483,1.092e-17,8.557e-18,3.849e-18,-0.001,6.22,1,26.294474978304887,-8.14734177871777,28851.49650823718
2549,FrontS060786,-18.4207,10.9544,1.88e-17,1.459e-17,6.262e-18,-0.0,6.2,1,25.18703241895262,-8.042096811226518,24941.579237641177
2550,FrontS060790,-18.4123,10.955,1.624e-17,1.251e-17,5.29e-18,0.0,6.2,1,27.142430576291428,-8.227926598752425,21747.43521553446
2551,FrontS060810,-18.724,10.8709,1.048e-17,8.252e-18,3.763e-18,0.0,10.16,1,25.904816186947848,-8.110310849679756,30659.492762269707
2558,FrontS061698,-29.7243,23.1194,1.578e-17,1.234e-17,5.654e-18,-0.0,2.47,1,26.54014598540146,-8.170688937391667,23388.26206511967
2568,FrontS070265,24.7292,-42.3556,3.409e-17,2.608e-17,1.126e-17,-0.0,47.62,1,26.386066763425255,-8.156046134863427,16361.500842089876
2569,FrontS070303,24.8233,-42.3331,1.832e-17,1.475e-17,6.689e-18,-0.0,44.56,1,28.57591952216284,-8.364157138416303,17120.853875630015
2571,FrontS070328,24.7012,-42.3985,6.37e-17,4.828e-17,2.019e-17,-0.001,48.05,1,25.29919287503479,-8.052755895487355,13543.734185141991
2575,FrontS133381,-15.2126,11.7848,4.374e-11,3.387e-11,1.437e-11,0.058,-2.47,1,26.294474978304887,-8.14734177871777,14.50178667712677
2577,FrontS133407,-2.1884,-10.7012,2.919e-11,2.304e-11,1.05e-11,0.067,-0.4,1,24.99312620291449,-8.02366908038762,20.273289515823148
2578,FrontS133412,1.9863,15.1229,2.38e-11,1.835e-11,7.777e-12,0.048,0.86,1,25.934379457917263,-8.113120372815592,20.49376629350965
2580,FrontS133465,14.7116,16.9251,8.518e-12,6.588e-12,2.828e-12,0.037,2.67,1,27.84073506891271,-8.294289438977662,27.763773023155846
2582,FrontS133514,1.5255,-1.1004,2.145e-11,1.604e-11,6.693e-12,0.035,0.3,1,24.246465724193115,-7.952710765532901,26.365889964487824
2584,FrontS133580,-0.0659,-0.1497,2.171e-11,1.623e-11,6.784e-12,0.046,-6.43,1,26.853766617429837,-8.200493637367906,19.705793226082267
2585,FrontS133582,-5.79,1.0766,1.291e-11,1.019e-11,4.679e-12,0.04,-1.65,1,27.142430576291428,-8.227926598752425,24.09625822523286
2586,FrontS133599,-21.3395,0.3296,5.793e-11,4.413e-11,1.886e-11,0.055,-3.11,1,24.614134849715676,-7.987651923280884,15.26887622748781
2589,FrontS133618,-9.9519,-0.0436,1.362e-11,1.035e-11,4.332e-12,0.027,-1.22,1,24.69437652811736,-7.995277630604042,31.252949471598985
2590,FrontS133638,28.3857,0.5689,6.053e-12,4.785e-12,2.085e-12,0.025,2.47,1,24.481551306221384,-7.975051946327595,47.04712136895561
2591,FrontS133641,22.0531,-0.7442,6.813e-12,5.208e-12,2.184e-12,0.024,2.02,1,26.053310404127256,-8.124422885493898,37.971090461221735
2592,FrontS133663,-27.4153,0.0609,4.199e-12,3.175e-12,1.299e-12,0.02,-2.04,1,26.416739319965124,-8.158961078115924,46.73557562747413
2593,FrontS133664,-28.5045,0.0612,4.158e-12,3.231e-12,1.417e-12,0.019,-2.11,1,25.44080604534005,-8.066213996207114,51.54950779248055
2594,FrontS133665,-31.1754,0.0433,2.747e-12,2.135e-12,9.377e-13,0.02,-2.23,1,27.20742292726728,-8.234103097757153,52.26964029808699
2595,FrontS133666,-33.5045,0.2512,6.67e-12,5.155e-12,2.216e-12,0.021,-2.34,1,23.543123543123542,-7.885869172389515,50.22860064409934
2596,FrontS133769,1.8631,0.2538,7.443e-12,5.752e-12,2.498e-12,0.03,0.28,1,25.96401028277635,-8.11593631588433,36.48567651899297
2597,FrontS133804,35.0799,0.9789,9.007e-12,6.884e-12,2.887e-12,0.027,2.84,1,26.355465352276024,-8.153137952859414,31.9529229924506
2598,FrontS133810,23.7414,-0.4975,7.593e-12,5.793e-12,2.385e-12,0.023,2.04,1,25.993708893337146,-8.11875870091605,36.238389224323875
2600,FrontS133869,21.6943,0.1726,2.875e-12,2.193e-12,9.354e-13,0.016,1.57,1,26.509186351706038,-8.167746711978438,55.66821913820645
2602,FrontS133889,-12.6674,-0.1704,1.704e-12,1.283e-12,5.328e-13,0.014,-0.94,1,24.35038842753817,-7.962586981182,92.17076269818953
2603,FrontS133938,-5.0003,0.1199,1.435e-12,1.119e-12,4.986e-13,0.012,-0.36,1,26.727433107909437,-8.188487627674448,76.09237558866528
2606,LeftS013346,6.8249,-40.388,1.281e-17,1.014e-17,4.567e-18,0.0,33.32,1,25.993708893337146,-8.11875870091605,27390.607967109307
2618,LeftS014631,7.1868,-41.9025,1.621e-17,1.25e-17,5.306e-18,0.001,30.35,1,26.113185866130422,-8.130113104818442,24349.40992206543
2621,LeftS014650,7.1606,-41.9774,1.579e-17,1.237e-17,5.448e-18,-0.0,29.47,1,26.88553682342502,-8.203512894907645,22493.58626673362
2622,LeftS014655,7.1817,-42.0283,1.716e-17,1.345e-17,6.053e-18,-0.0,29.02,1,26.571178018123355,-8.173638043191712,22326.45834535464
2623,LeftS014659,7.1148,-41.6722,2.041e-17,1.558e-17,6.661e-18,-0.001,33.84,1,27.874885004599815,-8.297534852331939,17986.590498375648
2624,LeftS014662,7.2026,-42.0272,3.646e-17,2.785e-17,1.179e-17,0.0,29.14,1,23.965199050883207,-7.925980799595717,20634.644943213316
2625,LeftS014670,7.2102,-41.9683,3.973e-17,2.989e-17,1.22e-17,-0.0,29.8,1,24.80218281036835,-8.005522919242303,18175.048684747355
2626,LeftS014681,7.1892,-41.8005,1.14e-17,8.709e-18,3.702e-18,0.0,31.8,1,28.186046511627907,-8.327105851220455,23252.139997644503
2627,LeftS014700,7.1055,-41.6112,2.332e-17,1.807e-17,7.722e-18,-0.0,33.9,1,24.721240141419635,-7.997830593811767,23583.35708189462
2628,LeftS014706,7.2227,-42.0677,2.529e-17,1.949e-17,8.764e-18,-0.001,29.21,1,24.194836305562948,-7.947804202714417,24054.258791481658
2629,LeftS014709,7.0841,-41.6677,2.161e-17,1.668e-17,7.305e-18,0.0,33.33,1,25.131324301907654,-8.036802632383667,23469.32832884133
2630,LeftS014713,7.2224,-41.9699,3.578e-17,2.729e-17,1.134e-17,0.0,30.08,1,24.376508447304904,-7.9650692775395,19927.99444169535
2631,LeftS014719,7.1024,-41.848,3.683e-17,2.808e-17,1.2e-17,0.001,31.56,1,23.373617896631522,-7.869760331254612,21924.075179941432
2632,LeftS014720,7.1028,-41.8779,4.015e-17,3.04e-17,1.261e-17,0.0,31.22,1,26.203516863649465,-8.13869764296632,15460.174328853418
