,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period,Absolute_Magnitude,Dist
2174,FrontS049982,-28.2291,17.5188,5.196e-14,4.707e-14,2.787e-14,0.0,7.47,1,44.536991670749636,-4.424041801369876,28288.309840247006
2181,FrontS050170,-25.5838,13.9219,4.284e-14,4.534e-14,3.669e-14,-0.001,7.4,1,47.220779220779214,-4.58347784859016,23989.451474101814
2182,FrontS050174,-25.5748,13.9169,3.918e-14,3.322e-14,1.763e-14,-0.0,6.92,1,49.59083469721767,-4.724275981755348,23832.093554601743
2183,FrontS050192,-25.5792,13.9182,4.487e-14,3.969e-14,2.217e-14,-0.001,8.43,1,48.84470714669533,-4.6799507044523345,22944.79058697607
2184,FrontS050214,-25.5762,13.9193,4.294e-14,3.35e-14,1.445e-14,-0.0,5.62,1,48.949919224555735,-4.686201049347821,24795.739884315728
2185,FrontS050476,-25.6067,13.9159,9.946e-14,8.086e-14,3.783e-14,0.001,7.89,1,43.43048256091734,-4.358307299142622,23279.81270517268
2189,FrontS050578,-25.5456,13.9393,6.869e-14,6.536e-14,4.25e-14,0.0,5.0,1,45.60963371801304,-4.48776435947477,22308.059722427006
2192,FrontS050653,-25.5634,13.9256,9.419e-14,7.142e-14,2.998e-14,-0.0,6.0,1,42.2987436016752,-4.291073964617027,26764.12778605268
2194,FrontS050837,-25.5852,13.933,8.508e-14,6.538e-14,2.849e-14,-0.0,6.81,1,45.156482861400896,-4.4608439792189145,23006.764777944685
2211,FrontS051031,-25.6345,13.9516,7.86e-14,5.948e-14,2.447e-14,-0.0,7.34,1,43.100995732574674,-4.338733440726919,27761.811412764513
2214,FrontS051050,-25.5177,14.005,9.346e-14,8.218e-14,4.552e-14,-0.001,5.54,1,44.276668290306866,-4.4085767431254705,21793.57914384337
2226,FrontS051166,-25.5637,13.8686,1.056e-13,8.641e-14,4.316e-14,-0.001,7.33,1,43.100995732574674,-4.338733440726919,23033.04080943336
2229,FrontS051347,-28.3202,13.5714,2.293e-14,1.77e-14,7.827e-15,-0.001,9.92,1,48.531767218366255,-4.661359849453534,35102.1277210173
2231,FrontS051438,-28.3192,13.567,5.274e-14,4.505e-14,2.407e-14,-0.001,10.2,1,44.536991670749636,-4.424041801369876,28915.56626324093
2232,FrontS051627,-28.315,13.5692,3.496e-14,3.657e-14,2.813e-14,-0.0,9.86,1,46.543778801843324,-4.543259214011419,27977.436121488117
2233,FrontS051638,-28.298,13.5592,4.904e-14,3.788e-14,1.625e-14,-0.001,9.79,1,45.066931085770946,-4.455523967533251,30411.163145904124
2234,FrontS051677,-28.2985,13.5815,3.76e-14,3.392e-14,2.015e-14,-0.0,9.37,1,47.02534919813761,-4.571867916828682,28108.529095008947
2235,FrontS051742,-28.3143,13.6033,5.516e-14,4.645e-14,2.484e-14,-0.0,8.44,1,43.849493487698986,-4.3831995250222135,29847.459963739773
2237,FrontS051806,-28.3485,13.5734,4.707e-14,3.858e-14,1.836e-14,0.0,8.31,1,45.70135746606335,-4.493213401752803,28854.409266662075
2239,FrontS051850,-28.3619,13.574,5.056e-14,3.935e-14,1.72e-14,0.0,8.24,1,44.62444771723122,-4.429237311855191,30754.521596648905
2243,FrontS051887,-28.2566,13.5665,7.199e-14,5.588e-14,2.465e-14,0.001,9.85,1,43.43048256091734,-4.358307299142622,28003.876371501417
2245,FrontS051926,-28.3224,13.5722,5.975e-14,5.484e-14,3.261e-14,0.0,5.23,1,46.44864588656106,-4.537607642979658,22995.743482768525
2248,FrontS051935,-28.4067,13.5806,5.299e-14,4.34e-14,2.131e-14,-0.0,8.35,1,45.2463912394226,-4.466185175620102,28064.838502076356
2254,FrontS051973,-28.2795,13.643,7.513e-14,5.849e-14,2.591e-14,0.0,8.77,1,43.680922633349354,-4.373185218676037,26907.080619656852
2256,FrontS051978,-28.3533,13.4942,3.061e-14,3.134e-14,2.376e-14,-0.0,9.3,1,45.60963371801304,-4.48776435947477,32215.755770199943
2259,FrontS051991,-28.339,13.673,4.531e-14,4.366e-14,2.891e-14,0.0,8.38,1,45.51827741612418,-4.482337146109218,27465.62974988234
2260,FrontS052000,-28.3829,13.6754,3.478e-14,3.341e-14,2.152e-14,-0.0,8.12,1,46.73521850899743,-4.554632092684071,28889.87853130913
2268,FrontS052044,-28.2843,13.6434,5.017e-14,4.483e-14,2.606e-14,-0.0,8.73,1,44.36310395314788,-4.413711635573304,29333.22495146353
2271,FrontS052119,-25.4044,20.1919,6.891e-14,5.29e-14,2.233e-14,-0.0,1.34,1,43.26511185149929,-4.3484831041405485,29109.22291654379
2274,FrontS052136,-25.3576,20.1864,8.015e-14,6.946e-14,3.811e-14,0.001,0.62,1,44.71224790949336,-4.434453267044827,23009.43618436141
2275,FrontS052174,-25.4211,20.1712,8.216e-14,6.632e-14,3.05e-14,0.001,0.0,1,43.7650457390467,-4.378182728800164,25123.860702828435
2276,FrontS052217,-25.4082,20.1761,9.423e-14,7.173e-14,3.094e-14,-0.0,0.39,1,41.831569259088816,-4.263320489665596,27573.337696316965
2277,FrontS052226,-25.3676,20.1878,8.974e-14,7.649e-14,4.102e-14,-0.001,2.42,1,42.456795889771136,-4.300463393399443,25583.854284456935
2278,FrontS052259,-25.4171,20.2398,5.332e-14,5.054e-14,3.275e-14,-0.0,0.32,1,46.44864588656106,-4.537607642979658,23954.028377780734
2279,FrontS052284,-25.4278,20.1943,5.499e-14,4.235e-14,1.79e-14,-0.0,-0.22,1,45.70135746606335,-4.493213401752803,27540.168417670586
2283,FrontS052510,-25.6183,20.3006,3.723e-14,3.535e-14,2.225e-14,0.0,0.9,1,46.92823954568921,-4.566098913565686,27717.613472384844
2284,FrontS052535,-25.2308,20.3534,6.481e-14,5.204e-14,2.361e-14,0.001,3.36,1,46.25954198473282,-4.526373527737901,23913.579715324653
2285,FrontS052683,-25.3092,20.3891,8.238e-14,6.282e-14,2.625e-14,-0.0,0.25,1,43.43048256091734,-4.358307299142622,26411.762563503926
2286,FrontS052968,-25.325,20.1827,7.362e-14,5.824e-14,2.67e-14,0.001,-2.2,1,44.104803493449786,-4.398366753192807,26194.24831795499
2288,FrontS053034,-25.4951,20.2711,4.858e-14,3.663e-14,1.517e-14,0.0,-4.19,1,44.71224790949336,-4.434453267044827,31685.087234130362
2289,FrontS053134,-25.1778,20.0444,5.041e-14,5.075e-14,3.756e-14,-0.001,3.51,1,46.73521850899743,-4.554632092684071,23440.449219250113
2291,FrontS053494,-30.6516,11.3119,7.707e-14,6.586e-14,3.507e-14,-0.0,2.24,1,44.88888888888889,-4.444946996152272,23346.169738274624
2294,FrontS053526,-30.4743,11.2811,3.988e-14,3.332e-14,1.713e-14,0.0,6.61,1,46.63930220625962,-4.548933982871939,29119.27193653238
2295,FrontS053552,-30.6261,11.3579,6.952e-14,6.027e-14,3.326e-14,0.0,7.65,1,43.43048256091734,-4.358307299142622,26964.710049342582
2296,FrontS053855,-30.7922,11.3133,3.93e-14,3.881e-14,2.708e-14,0.0,3.12,1,46.63930220625962,-4.548933982871939,26981.195402785434
2297,FrontS054406,-20.3781,10.0076,6.036e-14,5.295e-14,2.843e-14,0.001,9.96,1,45.33665835411471,-4.471547683528126,25251.84855391132
2298,FrontS054598,-20.3057,9.9663,8.761e-14,8.324e-14,5.592e-14,-0.0,12.0,1,43.513642891335564,-4.363247613575211,22814.458088609652
2299,FrontS054713,-20.3661,9.9796,8.179e-14,6.804e-14,3.409e-14,0.0,10.49,1,43.7650457390467,-4.378182728800164,24804.271886868086
2300,FrontS054715,-20.3304,9.9786,7.986e-14,6.234e-14,2.698e-14,0.0,11.93,1,43.100995732574674,-4.338733440726919,27117.51447600571
2302,FrontS054738,-20.3294,9.982,4.683e-14,4.683e-14,3.352e-14,-0.0,11.97,1,45.2463912394226,-4.466185175620102,27017.510772240843
2306,FrontS054887,-20.3259,9.9843,6.355e-14,5.757e-14,3.329e-14,0.001,11.84,1,45.70135746606335,-4.493213401752803,23620.831653620477
2309,FrontS054970,-20.3207,9.9888,6.674e-14,5.574e-14,2.908e-14,-0.0,11.54,1,44.88888888888889,-4.444946996152272,25377.16010937484
2311,FrontS054990,-20.3634,9.9874,8.29e-14,6.484e-14,2.842e-14,-0.0,10.52,1,42.77647058823529,-4.319454341590889,27186.376439498497
2318,FrontS055140,-20.3454,9.9262,1.15e-13,8.948e-14,3.953e-14,-0.0,11.64,1,41.831569259088816,-4.263320489665596,24687.480359147805
2320,FrontS055154,-20.3857,10.0496,2.654e-14,2.776e-14,2.27e-14,0.0,10.09,1,48.01901743264659,-4.630898869392988,29029.58547498881
2323,FrontS055162,-20.2754,9.9398,9.138e-14,6.987e-14,3.027e-14,-0.001,12.17,1,43.01940369143398,-4.333886293819198,25757.96100965291
2324,FrontS055163,-20.272,9.9343,8.077e-14,6.294e-14,2.874e-14,-0.0,12.13,1,44.536991670749636,-4.424041801369876,24463.338799856916
2328,FrontS055189,-20.4074,9.9424,4.225e-14,3.967e-14,2.517e-14,-0.0,10.89,1,46.44864588656106,-4.537607642979658,27037.409468881702
2329,FrontS055195,-20.3936,9.9265,8.884e-14,7.8e-14,4.349e-14,0.0,11.06,1,43.59712230215827,-4.368206883650707,23434.15277092456
2341,FrontS055243,-20.2377,9.9859,7.56e-14,5.685e-14,2.418e-14,-0.0,11.72,1,43.7650457390467,-4.378182728800164,27135.848198813444
2342,FrontS055252,-20.2582,10.0277,7.661e-14,6.351e-14,3.152e-14,-0.0,11.36,1,44.01937046004842,-4.3932914240567875,25230.928425750655
2352,FrontS055356,-20.4182,10.0006,5.442e-14,4.116e-14,1.701e-14,0.001,10.15,1,46.83153013910355,-4.560353687750451,25857.436872175233
2360,FrontS055421,-20.4168,10.0707,4.568e-14,3.58e-14,1.538e-14,-0.0,9.91,1,46.353901070882195,-4.531979127821563,28646.325525573688
2363,FrontS055472,-20.4063,9.9045,1.05e-13,8.513e-14,4.118e-14,-0.0,11.28,1,42.857142857142854,-4.324246847493517,23595.830054005248
2364,FrontS055477,-20.3754,9.8954,9.863e-14,8.623e-14,4.81e-14,0.001,11.25,1,44.36310395314788,-4.413711635573304,21150.22486960437
2367,FrontS055818,-35.3262,10.5526,5.362e-14,4.637e-14,2.452e-14,-0.0,14.75,1,45.51827741612418,-4.482337146109218,26650.961321677423
2368,FrontS055839,-35.3392,10.4672,5.11e-14,4.365e-14,2.35e-14,-0.0,14.46,1,47.61655316919853,-4.606989632869824,23796.49857646072
2369,FrontS055893,-35.3633,10.5253,7.985e-14,6.218e-14,2.788e-14,-0.0,13.07,1,43.43048256091734,-4.358307299142622,26547.33875138798
2371,FrontS056054,-35.3475,10.527,3.97e-14,3.115e-14,1.4e-14,-0.001,15.02,1,48.73994638069705,-4.673727170687767,26085.99394635147
2372,FrontS056119,-35.3486,10.5298,1.056e-13,9.295e-14,5.19e-14,0.0,14.89,1,42.22015791918254,-4.286405416771427,23586.993890834096
2374,FrontS056301,-35.3843,10.5277,3.002e-14,3.105e-14,2.406e-14,0.001,12.93,1,46.92823954568921,-4.566098913565686,29574.658666918574
2375,FrontS056312,-35.3401,10.5286,4.427e-14,4.09e-14,2.451e-14,-0.001,15.08,1,46.165566277298126,-4.520790703073574,27148.322177697974
2377,FrontS056614,-23.4778,7.2818,4.616e-14,3.522e-14,1.475e-14,0.0,9.19,1,46.44864588656106,-4.537607642979658,28694.68771655222
2378,FrontS056667,-23.4861,7.2823,4.107e-14,3.47e-14,1.764e-14,-0.0,7.73,1,47.91776489193464,-4.624883749134327,26145.28546739196
2379,FrontS056854,-23.4002,7.2929,8.361e-14,6.68e-14,3.081e-14,0.001,10.7,1,42.857142857142854,-4.324246847493517,26637.186106738416
2380,FrontS056919,-23.4954,7.3004,5.734e-14,4.985e-14,2.753e-14,0.0,7.29,1,46.25954198473282,-4.526373527737901,24433.217150634617
2383,FrontS056999,-23.506,7.3186,7.056e-14,5.292e-14,2.191e-14,-0.0,7.35,1,43.43048256091734,-4.358307299142622,28776.398078715752
2384,FrontS057020,-23.4823,7.2989,6.853e-14,5.237e-14,2.139e-14,0.0,7.95,1,42.93811998110534,-4.329057463952224,29917.822490143655
2386,FrontS057077,-23.5119,7.2768,6.299e-14,5.679e-14,3.405e-14,-0.0,7.51,1,45.33665835411471,-4.471547683528126,24383.17321773941
2388,FrontS057171,-23.5477,7.2781,3.119e-14,2.968e-14,1.931e-14,0.001,7.02,1,49.16170903190913,-4.698782868547927,25964.299937477885
2392,FrontS057212,-23.3957,7.2924,6.488e-14,6.09e-14,4.011e-14,0.0,10.8,1,44.88888888888889,-4.444946996152272,24278.27663470336
2397,FrontS057254,-23.5329,7.2544,2.928e-14,2.698e-14,1.636e-14,-0.0,8.0,1,48.428343100692594,-4.655215722095557,28633.284358261342
2401,FrontS057271,-23.475,7.2418,6.809e-14,5.945e-14,3.379e-14,-0.0,9.08,1,45.066931085770946,-4.455523967533251,24275.15920003923
2403,FrontS057287,-23.4122,7.2388,8.385e-14,6.532e-14,2.791e-14,0.001,9.96,1,42.456795889771136,-4.300463393399443,27685.043821045074
2408,FrontS057405,-18.3363,10.9618,9.275e-14,7.183e-14,2.976e-14,-0.001,5.12,1,42.857142857142854,-4.324246847493517,25687.606691733756
2409,FrontS057441,-18.2655,10.8885,9.407e-14,7.286e-14,3.146e-14,-0.001,6.36,1,41.75470831419384,-4.258754403486556,27502.882588731125
2411,FrontS057651,-18.3356,10.9591,5.191e-14,4.524e-14,2.49e-14,-0.0,5.16,1,46.73521850899743,-4.554632092684071,24826.909179826416
2414,FrontS057759,-18.3727,10.9688,6.065e-14,4.933e-14,2.267e-14,-0.0,3.24,1,44.88888888888889,-4.444946996152272,26975.58950357183
2416,FrontS057783,-18.3031,10.9534,3.175e-14,3.427e-14,2.759e-14,0.0,5.65,1,47.61655316919853,-4.606989632869824,26856.420695556
2419,FrontS057849,-18.2985,10.9486,3.298e-14,2.533e-14,1.086e-14,0.0,6.12,1,47.41784037558685,-4.5951846811905455,31665.77083890173
2438,FrontS058057,-18.2228,10.8625,4.051e-14,4.173e-14,3.214e-14,-0.001,6.49,1,46.07197161682716,-4.51523051530601,27049.58148269634
2441,FrontS058084,-18.2641,10.9239,6.862e-14,6.59e-14,4.45e-14,-0.0,6.27,1,43.680922633349354,-4.373185218676037,25349.224833418866
2444,FrontS058097,-18.2586,10.9122,3.608e-14,3.779e-14,2.933e-14,0.0,6.34,1,46.07197161682716,-4.51523051530601,28424.726614445386
2450,FrontS058176,-18.2916,11.018,8.996e-14,7.298e-14,3.546e-14,-0.0,4.48,1,41.67812929848693,-4.2542050659042285,27624.57069662891
2454,FrontS058292,-22.2046,12.3816,4.64e-14,3.619e-14,1.572e-14,0.001,-6.1,1,44.88888888888889,-4.444946996152272,31494.318152191066
2455,FrontS058343,-22.1999,12.3503,2.652e-14,2.786e-14,2.148e-14,-0.0,-8.01,1,46.165566277298126,-4.520790703073574,32893.803401591984
2456,FrontS058373,-22.205,12.2598,3.572e-14,2.925e-14,1.36e-14,-0.0,-8.96,1,48.531767218366255,-4.661359849453534,27305.940531839402
2459,FrontS058685,-22.2088,12.3574,5.497e-14,4.607e-14,2.305e-14,-0.0,-8.8,1,43.7650457390467,-4.378182728800164,30143.90618405139
2460,FrontS058695,-22.2074,12.3985,6.57e-14,4.926e-14,2.068e-14,0.001,-5.3,1,43.59712230215827,-4.368206883650707,29488.27407735689
2461,FrontS058741,-22.2099,12.3406,4.255e-14,3.521e-14,1.708e-14,0.0,-9.11,1,47.02534919813761,-4.571867916828682,27588.81386095487
2462,FrontS058753,-22.2121,12.3294,4.631e-14,3.702e-14,1.702e-14,0.0,-9.23,1,44.800394282897976,-4.439689787853742,31328.3050433949
2463,FrontS058767,-22.213,12.3199,4.651e-14,4.225e-14,2.537e-14,0.0,-9.34,1,45.156482861400896,-4.4608439792189145,28619.672104898127
2464,FrontS058791,-22.2075,12.3204,2.415e-14,2.394e-14,1.751e-14,0.001,-9.0,1,48.635634028892454,-4.667530275912027,29969.03707556366
2468,FrontS058810,-22.2394,12.3571,5.824e-14,5.026e-14,2.616e-14,0.001,-7.89,1,44.97773379515091,-4.450225014775586,26562.946678360135
2478,FrontS058880,-22.2305,12.2534,4.003e-14,3.096e-14,1.345e-14,0.0,-9.6,1,44.71224790949336,-4.434453267044827,34464.57207269715
2482,FrontS058953,-22.2375,12.3049,6.359e-14,4.828e-14,1.993e-14,-0.001,-9.21,1,43.18289786223278,-4.343599009095573,30641.982819690882
2487,FrontS059109,-28.863,24.492,6.123e-14,4.924e-14,2.363e-14,0.001,9.77,1,43.849493487698986,-4.3831995250222135,28989.532740456863
2488,FrontS059144,-28.8855,24.4866,5.574e-14,4.529e-14,2.175e-14,-0.0,9.44,1,44.276668290306866,-4.4085767431254705,29356.91856319558
2489,FrontS059188,-28.8438,24.4812,5.51e-14,4.151e-14,1.712e-14,0.0,11.17,1,44.01937046004842,-4.3932914240567875,31208.861169506396
2490,FrontS059314,-28.8333,24.4723,3.677e-14,3.521e-14,2.306e-14,-0.0,11.47,1,47.41784037558685,-4.5951846811905455,26858.060443963932
2491,FrontS059427,-28.8616,24.4839,5.21e-14,3.946e-14,1.676e-14,-0.0,10.81,1,45.066931085770946,-4.455523967533251,29796.103609872465
2492,FrontS059485,-28.8698,24.5241,8.432e-14,6.86e-14,3.215e-14,-0.0,9.63,1,42.93811998110534,-4.329057463952224,26140.21830404279
2495,FrontS059683,-28.88,24.4755,3.129e-14,2.668e-14,1.395e-14,-0.0,9.7,1,49.26829268292683,-4.705114694633185,27186.277154299587
2503,FrontS059907,-28.7683,24.4941,4.706e-14,4.839e-14,3.625e-14,-0.0,11.2,1,45.156482861400896,-4.4608439792189145,26742.388845339632
2508,FrontS059939,-28.9817,24.5482,4.372e-14,3.857e-14,2.202e-14,-0.0,8.84,1,46.353901070882195,-4.531979127821563,27598.508781898563
2518,FrontS060039,-28.9781,24.5654,4.469e-14,3.584e-14,1.683e-14,-0.0,8.77,1,47.12286158631415,-4.577660845455133,27163.49055494616
2519,FrontS060045,-28.9844,24.5883,4.463e-14,3.64e-14,1.699e-14,0.001,8.8,1,47.51698902247779,-4.601074815209297,26236.86257763697
2521,FrontS060244,-18.5422,10.909,8.468e-14,7.469e-14,4.263e-14,-0.0,7.48,1,42.857142857142854,-4.324246847493517,25190.996440175604
2523,FrontS060289,-18.5454,10.9116,4.489e-14,3.359e-14,1.39e-14,-0.0,6.9,1,46.07197161682716,-4.51523051530601,30149.474052918184
2524,FrontS060298,-18.5554,10.9152,7.909e-14,6.231e-14,2.894e-14,0.001,7.95,1,43.18289786223278,-4.343599009095573,26972.52596396204
2525,FrontS060317,-18.446,10.9198,5.922e-14,5.056e-14,2.628e-14,0.0,6.61,1,44.97773379515091,-4.450225014775586,26484.023219739796
2527,FrontS060450,-18.5707,10.9212,8.903e-14,7.129e-14,3.308e-14,0.001,9.57,1,42.77647058823529,-4.319454341590889,25927.37337088896
2533,FrontS060617,-18.5487,10.9279,6.265e-14,5.06e-14,2.369e-14,-0.0,7.9,1,44.71224790949336,-4.434453267044827,26958.647993792278
2538,FrontS060656,-18.7009,10.8597,5.094e-14,4.158e-14,1.982e-14,0.0,10.27,1,45.51827741612418,-4.482337146109218,28144.21789340237
2544,FrontS060724,-18.5236,10.9382,5.61e-14,4.308e-14,1.88e-14,0.0,7.29,1,44.62444771723122,-4.429237311855191,29392.971717079992
2552,FrontS060811,-18.3858,10.9474,7.062e-14,5.271e-14,2.211e-14,0.0,6.29,1,44.19056878949927,-4.403461821090658,27373.0115932015
2553,FrontS060872,-29.7473,23.0942,7.479e-14,5.801e-14,2.508e-14,0.001,3.09,1,43.01940369143398,-4.333886293819198,28268.67288438428
2554,FrontS061248,-29.7206,23.1335,4.15e-14,3.884e-14,2.449e-14,-0.0,0.95,1,47.91776489193464,-4.624883749134327,24712.604273905745
2556,FrontS061564,-29.7188,23.1257,5.468e-14,4.172e-14,1.822e-14,0.001,1.77,1,44.88888888888889,-4.444946996152272,29332.85612355168
2557,FrontS061658,-29.7071,23.1122,5.162e-14,4.617e-14,2.692e-14,0.0,3.57,1,46.63930220625962,-4.548933982871939,24737.344161602534
2559,FrontS061703,-29.7168,23.1414,9.94e-14,7.558e-14,3.101e-14,-0.0,0.76,1,41.45006839945281,-4.24065662826165,27571.998238653687
2560,FrontS061726,-29.7235,23.1431,3.566e-14,2.994e-14,1.543e-14,0.0,0.93,1,48.325358851674636,-4.64909772606074,27373.17909994896
2561,FrontS069520,24.7155,-42.3093,1.226e-13,1.017e-13,5.094e-14,0.0,46.75,1,46.353901070882195,-4.531979127821563,16996.126687846114
2562,FrontS069992,24.8731,-42.3503,1.309e-13,1.256e-13,8.776e-14,-0.0,44.2,1,43.26511185149929,-4.3484831041405485,18891.377576607047
2563,FrontS069999,24.9143,-42.2286,1.882e-13,1.562e-13,7.75e-14,-0.001,44.09,1,43.347639484978544,-4.353385831880019,16844.82755259882
2564,FrontS070097,24.784,-42.3605,2.05e-13,1.594e-13,7.121e-14,-0.001,45.3,1,43.347639484978544,-4.353385831880019,16674.88799814057
2565,FrontS070151,24.6613,-42.3439,2.393e-13,1.804e-13,7.594e-14,0.001,47.62,1,42.2987436016752,-4.291073964617027,16840.103295424353
2566,FrontS070237,24.7758,-42.3381,1.76e-13,1.429e-13,6.959e-14,-0.0,44.64,1,44.536991670749636,-4.424041801369876,16235.399696691815
2567,FrontS070248,24.644,-42.4907,1.751e-13,1.57e-13,9.29e-14,0.0,47.38,1,42.37762237762237,-4.2957599242960836,17954.371689025058
2570,FrontS070309,24.7749,-42.3263,1.589e-13,1.495e-13,9.594e-14,-0.001,45.54,1,44.800394282897976,-4.439689787853742,15589.583401373326
2572,FrontS070359,24.7912,-42.3327,1.904e-13,1.452e-13,5.981e-14,-0.001,45.17,1,43.513642891335564,-4.363247613575211,17273.99879755175
2573,FrontS070412,24.6805,-42.3213,1.391e-13,1.112e-13,5.038e-14,-0.0,48.06,1,44.800394282897976,-4.439689787853742,18076.015807486423
2574,FrontS070481,24.7763,-42.3957,1.394e-13,1.26e-13,7.296e-14,0.0,47.07,1,46.63930220625962,-4.548933982871939,14974.34159380138
2576,FrontS133395,4.916,-2.1927,1.401e-07,1.067e-07,4.611e-08,0.055,1.19,1,44.62444771723122,-4.429237311855191,18.67665662991979
2579,FrontS133432,6.8554,-10.2942,4.796e-08,3.922e-08,1.827e-08,0.037,1.52,1,46.73521850899743,-4.554632092684071,26.664298284913336
2581,FrontS133494,-28.5028,-11.2043,9.699e-08,7.977e-08,3.813e-08,0.043,-3.45,1,44.104803493449786,-4.398366753192807,22.381893627663924
2583,FrontS133548,-17.8642,26.2497,1.218e-07,9.563e-08,4.162e-08,0.062,-2.32,1,45.70135746606335,-4.493213401752803,18.327204305003757
2587,FrontS133607,5.0425,0.418,3.532e-08,2.679e-08,1.139e-08,0.027,0.68,1,43.680922633349354,-4.373185218676037,39.75767999987822
2588,FrontS133615,-4.8993,0.1001,3.284e-08,2.647e-08,1.228e-08,0.026,-0.61,1,43.7650457390467,-4.378182728800164,39.76780906203006
2601,FrontS133885,-8.0327,0.4071,1.248e-08,9.745e-09,4.34e-09,0.017,-0.65,1,45.2463912394226,-4.466185175620102,59.22655751844433
2604,LeftS013205,6.85,-40.3478,7.462e-14,5.594e-14,2.327e-14,0.0,29.22,1,45.156482861400896,-4.4608439792189145,24872.347650038348
2605,LeftS013256,6.8732,-40.3681,9.715e-14,7.417e-14,3.059e-14,0.0,29.59,1,42.456795889771136,-4.300463393399443,25980.898353334105
2607,LeftS013352,6.8531,-40.3869,1.157e-13,8.863e-14,3.697e-14,-0.001,29.03,1,41.98614318706697,-4.272503279145292,24544.714553716236
2609,LeftS013536,6.999,-40.3411,5.089e-14,4.657e-14,2.942e-14,-0.0,30.02,1,48.635634028892454,-4.667530275912027,21487.294839626982
2611,LeftS013768,6.8526,-40.4897,3.675e-14,4.009e-14,3.385e-14,0.0,32.51,1,47.02534919813761,-4.571867916828682,25855.206662014843
2612,LeftS013953,7.1289,-39.956,4.416e-14,4.158e-14,2.617e-14,0.0,33.51,1,47.61655316919853,-4.606989632869824,24381.641489786623
2613,LeftS014293,7.167,-41.528,4.663e-14,3.53e-14,1.485e-14,-0.001,32.85,1,46.543778801843324,-4.543259214011419,28476.265949047567
2614,LeftS014487,7.1385,-41.8373,1.051e-13,8.209e-14,3.613e-14,-0.001,31.93,1,42.06385932438686,-4.277120169830017,25368.499908247915
2615,LeftS014529,7.161,-41.8611,6.311e-14,6.167e-14,4.201e-14,-0.001,30.99,1,46.25954198473282,-4.526373527737901,21967.278798000887
2616,LeftS014581,7.179,-41.8754,8.515e-14,6.932e-14,3.292e-14,-0.001,30.57,1,44.19056878949927,-4.403461821090658,23869.307118687513
2617,LeftS014612,7.1277,-41.8228,9.04e-14,7.929e-14,4.246e-14,-0.0,32.0,1,44.536991670749636,-4.424041801369876,21795.65326766997
2619,LeftS014641,7.1331,-41.8912,1.294e-13,9.952e-14,4.253e-14,0.001,30.87,1,41.299409359382096,-4.231706410936657,24276.809524127726
2620,LeftS014649,7.1568,-41.9774,3.808e-14,3.968e-14,3.17e-14,-0.001,29.55,1,45.97875569044005,-4.509692827033713,27916.936244500645
2633,LeftS014722,7.1947,-41.7982,8.454e-14,6.71e-14,3.031e-14,0.0,31.72,1,43.513642891335564,-4.363247613575211,25410.60077883852
2635,LeftS014737,7.1231,-41.8309,9.518e-14,7.737e-14,3.697e-14,0.0,31.9,1,43.18289786223278,-4.343599009095573,24205.507745314815
2638,LeftS014774,7.2013,-42.0386,9.472e-14,8.849e-14,5.701e-14,0.0,28.92,1,42.857142857142854,-4.324246847493517,23143.523479833
2642,LeftS014869,7.1711,-42.1175,9.421e-14,8.092e-14,4.321e-14,-0.0,29.14,1,44.800394282897976,-4.439689787853742,21189.81519281982
2643,LeftS014999,7.5482,-42.38,5.781e-14,4.408e-14,1.861e-14,-0.0,25.19,1,47.12286158631415,-4.577660845455133,24493.38360860438
2644,LeftS015014,7.5419,-42.4449,7.048e-14,6.916e-14,4.765e-14,-0.0,28.41,1,44.536991670749636,-4.424041801369876,23337.353625078347
2645,LeftS015016,7.5476,-42.2686,7.164e-14,5.443e-14,2.232e-14,0.0,24.58,1,46.63930220625962,-4.548933982871939,22783.15377314166
2646,LeftS015023,7.5347,-42.4676,8.033e-14,6.633e-14,3.272e-14,-0.0,28.42,1,44.36310395314788,-4.413711635573304,24115.1064621919
2647,LeftS015218,7.5357,-42.4337,3.907e-14,3.587e-14,2.192e-14,-0.001,28.49,1,48.12069878242456,-4.636939463956609,25360.895216723413
2648,LeftS015373,7.5439,-42.3906,1.023e-13,8.12e-14,3.669e-14,-0.0,25.38,1,44.71224790949336,-4.434453267044827,21281.162691755257
2649,LeftS015490,7.546,-42.4141,8.981e-14,7.062e-14,3.266e-14,0.0,27.19,1,44.800394282897976,-4.439689787853742,22682.517230687718
2650,LeftS015564,7.5386,-42.4149,4.043e-14,3.167e-14,1.369e-14,0.0,27.04,1,47.41784037558685,-4.5951846811905455,28319.372609646816
2651,LeftS015604,7.5492,-42.46,5.085e-14,3.905e-14,1.645e-14,0.001,28.81,1,47.02534919813761,-4.571867916828682,26197.23901524685
2654,LeftS015761,7.553,-42.4171,1.177e-13,9.44e-14,4.278e-14,0.0,26.8,1,43.7650457390467,-4.378182728800164,21058.267513966573
2655,LeftS015821,7.5529,-42.3756,9.201e-14,7.073e-14,3.034e-14,-0.0,26.22,1,43.01940369143398,-4.333886293819198,25600.887670406173
2656,LeftS015822,7.5303,-42.6342,5.259e-14,4.219e-14,1.971e-14,-0.0,29.17,1,46.543778801843324,-4.543259214011419,26047.47502581515
